,Rank,Previous Rank,Name,Country/Territory,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,IRN SCORE,IRN RANK,SUS SCORE,SUS RANK,Overall SCORE
2738,,,,,,,,,,,,,,,,,,,,,1.5,701+,
2739,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2740,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2741,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2742,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2743,,,,,,,,,,,,,,,,,,,,,2.2,701+,
2744,,,,,,,,,,,,,,,,,,,,,2.0,701+,
2745,,,,,,,,,,,,,,,,,,,,,1.6,701+,
2746,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2747,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2748,,,,,,,,,,,,,,,,,,,,,15.0,592=,
2749,,,,,,,,,,,,,,,,,,,,,,,
2750,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2751,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2752,,,,,,,,,,,,,,,,,,,,,1.4,701+,
2753,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2754,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2755,,,,,,,,,,,,,,,,,,,,,2.4,701+,
2756,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2757,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2758,,,,,,,,,,,,,,,,,,,,,2.9,701+,
2759,,,,,,,,,,,,,,,,,,,,,2.3,701+,
2760,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2761,,,,,,,,,,,,,,,,,,,,,,,
2762,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2763,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2764,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2765,,,,,,,,,,,,,,,,,,,,,2.2,701+,
2766,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2767,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2768,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2769,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2770,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2771,,,,,,,,,,,,,,,,,,,,,17.5,560,
2772,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2773,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2774,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2775,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2776,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2777,,,,,,,,,,,,,,,,,,,,,5.8,701+,
2778,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2779,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2780,,,,,,,,,,,,,,,,,,,,,6.8,701+,
2781,,,,,,,,,,,,,,,,,,,,,28.4,456=,
2782,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2783,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2784,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2785,,,,,,,,,,,,,,,,,,,,,2.0,701+,
2786,,,,,,,,,,,,,,,,,,,,,1.7,701+,
2787,,,,,,,,,,,,,,,,,,,,,3.1,701+,
2788,,,,,,,,,,,,,,,,,,,,,2.4,701+,
2789,,,,,,,,,,,,,,,,,,,,,9.8,672=,
2790,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2791,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2792,,,,,,,,,,,,,,,,,,,,,1.4,701+,
2793,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2794,,,,,,,,,,,,,,,,,,,,,2.6,701+,
2795,,,,,,,,,,,,,,,,,,,,,8.3,700=,
2796,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2797,,,,,,,,,,,,,,,,,,,,,,,
2798,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2799,,,,,,,,,,,,,,,,,,,,,10.1,661=,
2800,,,,,,,,,,,,,,,,,,,,,3.1,701+,
2801,,,,,,,,,,,,,,,,,,,,,2.1,701+,
2802,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2803,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2804,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2805,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2806,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2807,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2808,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2809,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2810,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2811,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2812,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2813,,,,,,,,,,,,,,,,,,,,,7.9,701+,
2814,,,,,,,,,,,,,,,,,,,,,,,
2815,,,,,,,,,,,,,,,,,,,,,5.8,701+,
2816,,,,,,,,,,,,,,,,,,,,,8.5,696=,
2817,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2818,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2819,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2820,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2821,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2822,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2823,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2824,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2825,,,,,,,,,,,,,,,,,,,,,4.0,701+,
2826,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2827,,,,,,,,,,,,,,,,,,,,,5.1,701+,
2828,,,,,,,,,,,,,,,,,,,,,,,
2829,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2830,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2831,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2832,,,,,,,,,,,,,,,,,,,,,,,
2833,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2834,,,,,,,,,,,,,,,,,,,,,,,
2835,,,,,,,,,,,,,,,,,,,,,1.5,701+,
2836,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2837,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2838,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2839,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2840,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2841,,,,,,,,,,,,,,,,,,,,,5.1,701+,
2842,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2843,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2844,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2845,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2846,,,,,,,,,,,,,,,,,,,,,2.5,701+,
2847,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2848,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2849,,,,,,,,,,,,,,,,,,,,,11.5,632=,
2850,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2851,,,,,,,,,,,,,,,,,,,,,2.0,701+,
2852,,,,,,,,,,,,,,,,,,,,,1.4,701+,
2853,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2854,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2855,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2856,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2857,,,,,,,,,,,,,,,,,,,,,3.3,701+,
2858,,,,,,,,,,,,,,,,,,,,,4.6,701+,
2859,,,,,,,,,,,,,,,,,,,,,2.7,701+,
2860,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2861,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2862,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2863,,,,,,,,,,,,,,,,,,,,,2.8,701+,
2864,,,,,,,,,,,,,,,,,,,,,2.5,701+,
2865,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2866,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2867,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2868,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2869,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2870,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2871,,,,,,,,,,,,,,,,,,,,,2.1,701+,
2872,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2873,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2874,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2875,,,,,,,,,,,,,,,,,,,,,1.6,701+,
2876,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2877,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2878,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2879,,,,,,,,,,,,,,,,,,,,,5.8,701+,
2880,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2881,,,,,,,,,,,,,,,,,,,,,2.9,701+,
2882,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2883,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2884,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2885,,,,,,,,,,,,,,,,,,,,,2.4,701+,
2886,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2887,,,,,,,,,,,,,,,,,,,,,4.5,701+,
2888,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2889,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2890,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2891,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2892,,,,,,,,,,,,,,,,,,,,,4.5,701+,
2893,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2894,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2895,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2896,,,,,,,,,,,,,,,,,,,,,1.6,701+,
2897,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2898,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2899,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2900,,,,,,,,,,,,,,,,,,,,,2.4,701+,
2901,,,,,,,,,,,,,,,,,,,,,5.3,701+,
2902,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2903,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2904,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2905,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2906,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2907,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2908,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2909,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2910,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2911,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2912,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2913,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2914,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2915,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2916,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2917,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2918,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2919,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2920,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2921,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2922,,,,,,,,,,,,,,,,,,,,,1.7,701+,
2923,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2924,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2925,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2926,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2927,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2928,,,,,,,,,,,,,,,,,,,,,1.4,701+,
2929,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2930,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2931,,,,,,,,,,,,,,,,,,,,,2.7,701+,
2932,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2933,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2934,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2935,,,,,,,,,,,,,,,,,,,,,1.8,701+,
2936,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2937,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2938,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2939,,,,,,,,,,,,,,,,,,,,,1.9,701+,
2940,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2941,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2942,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2943,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2944,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2945,,,,,,,,,,,,,,,,,,,,,7.5,701+,
2946,,,,,,,,,,,,,,,,,,,,,2.8,701+,
2947,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2948,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2949,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2950,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2951,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2952,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2953,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2954,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2955,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2956,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2957,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2958,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2959,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2960,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2961,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2962,,,,,,,,,,,,,,,,,,,,,2.7,701+,
2963,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2964,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2965,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2966,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2967,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2968,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2969,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2970,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2971,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2972,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2973,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2974,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2975,,,,,,,,,,,,,,,,,,,,,1.2,701+,
2976,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2977,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2978,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2979,,,,,,,,,,,,,,,,,,,,,1.5,701+,
2980,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2981,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2982,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2983,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2984,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2985,,,,,,,,,,,,,,,,,,,,,2.8,701+,
2986,,,,,,,,,,,,,,,,,,,,,1.1,701+,
2987,,,,,,,,,,,,,,,,,,,,,1.3,701+,
2988,,,,,,,,,,,,,,,,,,,,,3.2,701+,
2989,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2990,,,,,,,,,,,,,,,,,,,,,1.9,701+,
2991,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2992,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2993,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2994,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2995,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2996,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2997,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2998,,,,,,,,,,,,,,,,,,,,,1.0,701+,
2999,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3000,,,,,,,,,,,,,,,,,,,,,2.3,701+,
3001,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3002,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3003,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3004,,,,,,,,,,,,,,,,,,,,,95.2,51,
3005,,,,,,,,,,,,,,,,,,,,,97.3,33=,
3006,,,,,,,,,,,,,,,,,,,,,97.8,26=,
3007,,,,,,,,,,,,,,,,,,,,,96.7,39,
3008,,,,,,,,,,,,,,,,,,,,,94.4,63,
3009,,,,,,,,,,,,,,,,,,,,,94.4,61=,
3010,,,,,,,,,,,,,,,,,,,,,88.4,103=,
3011,,,,,,,,,,,,,,,,,,,,,88.1,106=,
3012,,,,,,,,,,,,,,,,,,,,,92.5,74,
3013,,,,,,,,,,,,,,,,,,,,,100.0,1,
3014,,,,,,,,,,,,,,,,,,,,,81.7,137=,
3015,,,,,,,,,,,,,,,,,,,,,99.9,3=,
3016,,,,,,,,,,,,,,,,,,,,,94.7,58=,
3017,,,,,,,,,,,,,,,,,,,,,90.4,92=,
3018,,,,,,,,,,,,,,,,,,,,,41.4,357,
3019,,,,,,,,,,,,,,,,,,,,,99.2,13,
3020,,,,,,,,,,,,,,,,,,,,,68.8,212,
3021,,,,,,,,,,,,,,,,,,,,,79.3,155,
3022,,,,,,,,,,,,,,,,,,,,,99.6,10,
3023,,,,,,,,,,,,,,,,,,,,,99.7,7,
3024,,,,,,,,,,,,,,,,,,,,,99.9,2,
3025,,,,,,,,,,,,,,,,,,,,,99.7,6,
3026,,,,,,,,,,,,,,,,,,,,,94.2,64=,
3027,,,,,,,,,,,,,,,,,,,,,80.4,146=,
3028,,,,,,,,,,,,,,,,,,,,,55.8,271=,
3029,,,,,,,,,,,,,,,,,,,,,78.2,160=,
3030,,,,,,,,,,,,,,,,,,,,,97.3,32,
3031,,,,,,,,,,,,,,,,,,,,,84.6,122,
3032,,,,,,,,,,,,,,,,,,,,,99.7,5,
3033,,,,,,,,,,,,,,,,,,,,,91.2,86,
3034,,,,,,,,,,,,,,,,,,,,,94.2,64=,
3035,,,,,,,,,,,,,,,,,,,,,92.3,75=,
3036,,,,,,,,,,,,,,,,,,,,,83.7,126=,
3037,,,,,,,,,,,,,,,,,,,,,87.4,108=,
3038,,,,,,,,,,,,,,,,,,,,,99.9,3=,
3039,,,,,,,,,,,,,,,,,,,,,42.3,351=,
3040,,,,,,,,,,,,,,,,,,,,,84.8,120=,
3041,,,,,,,,,,,,,,,,,,,,,72.5,189=,
3042,,,,,,,,,,,,,,,,,,,,,98.3,20,
3043,,,,,,,,,,,,,,,,,,,,,81.1,142=,
3044,,,,,,,,,,,,,,,,,,,,,73.8,181,
3045,,,,,,,,,,,,,,,,,,,,,71.8,194=,
3046,,,,,,,,,,,,,,,,,,,,,73.1,187=,
3047,,,,,,,,,,,,,,,,,,,,,51.5,297=,
3048,,,,,,,,,,,,,,,,,,,,,97.8,28,
3049,,,,,,,,,,,,,,,,,,,,,88.4,103=,
3050,,,,,,,,,,,,,,,,,,,,,98.4,18=,
3051,,,,,,,,,,,,,,,,,,,,,78.0,162,
3052,,,,,,,,,,,,,,,,,,,,,61.3,246=,
3053,,,,,,,,,,,,,,,,,,,,,43.8,341,
3054,,,,,,,,,,,,,,,,,,,,,44.1,339=,
3055,,,,,,,,,,,,,,,,,,,,,47.2,323=,
3056,,,,,,,,,,,,,,,,,,,,,64.8,226=,
3057,,,,,,,,,,,,,,,,,,,,,77.3,167=,
3058,,,,,,,,,,,,,,,,,,,,,81.3,141,
3059,,,,,,,,,,,,,,,,,,,,,14.2,621=,
3060,,,,,,,,,,,,,,,,,,,,,95.0,53=,
3061,,,,,,,,,,,,,,,,,,,,,77.7,163=,
3062,,,,,,,,,,,,,,,,,,,,,75.8,171=,
3063,,,,,,,,,,,,,,,,,,,,,31.0,432=,
3064,,,,,,,,,,,,,,,,,,,,,75.6,173=,
3065,,,,,,,,,,,,,,,,,,,,,72.5,189=,
3066,,,,,,,,,,,,,,,,,,,,,88.1,106=,
3067,,,,,,,,,,,,,,,,,,,,,83.5,128=,
3068,,,,,,,,,,,,,,,,,,,,,92.8,73,
3069,,,,,,,,,,,,,,,,,,,,,93.4,68,
3070,,,,,,,,,,,,,,,,,,,,,62.5,239=,
3071,,,,,,,,,,,,,,,,,,,,,99.6,9,
3072,,,,,,,,,,,,,,,,,,,,,95.6,49,
3073,,,,,,,,,,,,,,,,,,,,,82.1,136,
3074,,,,,,,,,,,,,,,,,,,,,73.6,182=,
3075,,,,,,,,,,,,,,,,,,,,,70.1,204=,
3076,,,,,,,,,,,,,,,,,,,,,70.4,201=,
3077,,,,,,,,,,,,,,,,,,,,,96.1,44=,
3078,,,,,,,,,,,,,,,,,,,,,90.9,88,
3079,,,,,,,,,,,,,,,,,,,,,99.5,11,
3080,,,,,,,,,,,,,,,,,,,,,38.1,377=,
3081,,,,,,,,,,,,,,,,,,,,,97.6,30=,
3082,,,,,,,,,,,,,,,,,,,,,58.6,255=,
3083,,,,,,,,,,,,,,,,,,,,,58.6,255=,
3084,,,,,,,,,,,,,,,,,,,,,75.6,173=,
3085,,,,,,,,,,,,,,,,,,,,,82.7,133=,
3086,,,,,,,,,,,,,,,,,,,,,95.1,52,
3087,,,,,,,,,,,,,,,,,,,,,80.4,146=,
3088,,,,,,,,,,,,,,,,,,,,,99.1,14,
3089,,,,,,,,,,,,,,,,,,,,,96.1,44=,
3090,,,,,,,,,,,,,,,,,,,,,13.4,631=,
3091,,,,,,,,,,,,,,,,,,,,,42.6,345=,
3092,,,,,,,,,,,,,,,,,,,,,96.3,42,
3093,,,,,,,,,,,,,,,,,,,,,93.1,72,
3094,,,,,,,,,,,,,,,,,,,,,18.0,567=,
3095,,,,,,,,,,,,,,,,,,,,,80.2,149,
3096,,,,,,,,,,,,,,,,,,,,,85.9,113=,
3097,,,,,,,,,,,,,,,,,,,,,88.5,101=,
3098,,,,,,,,,,,,,,,,,,,,,18.8,555=,
3099,,,,,,,,,,,,,,,,,,,,,92.1,77=,
3100,,,,,,,,,,,,,,,,,,,,,70.4,201=,
3101,,,,,,,,,,,,,,,,,,,,,60.1,251,
3102,,,,,,,,,,,,,,,,,,,,,67.4,215=,
3103,,,,,,,,,,,,,,,,,,,,,16.9,581=,
3104,,,,,,,,,,,,,,,,,,,,,80.0,150=,
3105,,,,,,,,,,,,,,,,,,,,,83.7,126=,
3106,,,,,,,,,,,,,,,,,,,,,91.3,84=,
3107,,,,,,,,,,,,,,,,,,,,,76.3,169,
3108,,,,,,,,,,,,,,,,,,,,,99.4,12,
3109,,,,,,,,,,,,,,,,,,,,,53.4,288=,
3110,,,,,,,,,,,,,,,,,,,,,87.4,108=,
3111,,,,,,,,,,,,,,,,,,,,,83.5,128=,
3112,,,,,,,,,,,,,,,,,,,,,95.0,53=,
3113,,,,,,,,,,,,,,,,,,,,,98.8,17,
3114,,,,,,,,,,,,,,,,,,,,,76.1,170,
3115,,,,,,,,,,,,,,,,,,,,,97.1,36=,
3116,,,,,,,,,,,,,,,,,,,,,74.8,177=,
3117,,,,,,,,,,,,,,,,,,,,,99.6,8,
3118,,,,,,,,,,,,,,,,,,,,,82.7,133=,
3119,,,,,,,,,,,,,,,,,,,,,98.9,15,
3120,,,,,,,,,,,,,,,,,,,,,91.8,80=,
3121,,,,,,,,,,,,,,,,,,,,,75.1,175=,
3122,,,,,,,,,,,,,,,,,,,,,23.9,504=,
3123,,,,,,,,,,,,,,,,,,,,,37.5,382=,
3124,,,,,,,,,,,,,,,,,,,,,54.9,277=,
3125,,,,,,,,,,,,,,,,,,,,,98.0,24,
3126,,,,,,,,,,,,,,,,,,,,,29.4,453=,
3127,,,,,,,,,,,,,,,,,,,,,18.0,567=,
3128,,,,,,,,,,,,,,,,,,,,,70.4,201=,
3129,,,,,,,,,,,,,,,,,,,,,46.0,331=,
3130,,,,,,,,,,,,,,,,,,,,,73.6,182=,
3131,,,,,,,,,,,,,,,,,,,,,63.1,232=,
3132,,,,,,,,,,,,,,,,,,,,,82.9,132,
3133,,,,,,,,,,,,,,,,,,,,,91.8,80=,
3134,,,,,,,,,,,,,,,,,,,,,74.1,180,
3135,,,,,,,,,,,,,,,,,,,,,98.9,16,
3136,,,,,,,,,,,,,,,,,,,,,96.8,38,
3137,,,,,,,,,,,,,,,,,,,,,92.0,79,
3138,,,,,,,,,,,,,,,,,,,,,61.3,246=,
3139,,,,,,,,,,,,,,,,,,,,,71.2,199,
3140,,,,,,,,,,,,,,,,,,,,,85.5,116,
3141,,,,,,,,,,,,,,,,,,,,,21.6,528=,
3142,,,,,,,,,,,,,,,,,,,,,67.7,214,
3143,,,,,,,,,,,,,,,,,,,,,96.2,43,
3144,,,,,,,,,,,,,,,,,,,,,39.0,367=,
3145,,,,,,,,,,,,,,,,,,,,,95.5,50,
3146,,,,,,,,,,,,,,,,,,,,,98.4,18=,
3147,,,,,,,,,,,,,,,,,,,,,43.5,342=,
3148,,,,,,,,,,,,,,,,,,,,,69.9,207=,
3149,,,,,,,,,,,,,,,,,,,,,42.6,345=,
3150,,,,,,,,,,,,,,,,,,,,,27.6,471=,
3151,,,,,,,,,,,,,,,,,,,,,48.4,316=,
3152,,,,,,,,,,,,,,,,,,,,,54.9,277=,
3153,,,,,,,,,,,,,,,,,,,,,94.6,60,
3154,,,,,,,,,,,,,,,,,,,,,78.4,158=,
3155,,,,,,,,,,,,,,,,,,,,,71.5,196=,
3156,,,,,,,,,,,,,,,,,,,,,94.8,57,
3157,,,,,,,,,,,,,,,,,,,,,56.5,268=,
3158,,,,,,,,,,,,,,,,,,,,,97.9,25,
3159,,,,,,,,,,,,,,,,,,,,,52.1,294,
3160,,,,,,,,,,,,,,,,,,,,,91.4,83,
3161,,,,,,,,,,,,,,,,,,,,,23.2,511=,
3162,,,,,,,,,,,,,,,,,,,,,91.3,84=,
3163,,,,,,,,,,,,,,,,,,,,,36.3,389=,
3164,,,,,,,,,,,,,,,,,,,,,24.4,497=,
3165,,,,,,,,,,,,,,,,,,,,,92.3,75=,
3166,,,,,,,,,,,,,,,,,,,,,55.8,271=,
3167,,,,,,,,,,,,,,,,,,,,,77.7,163=,
3168,,,,,,,,,,,,,,,,,,,,,77.7,163=,
3169,,,,,,,,,,,,,,,,,,,,,98.1,23,
3170,,,,,,,,,,,,,,,,,,,,,97.8,26=,
3171,,,,,,,,,,,,,,,,,,,,,95.7,48,
3172,,,,,,,,,,,,,,,,,,,,,81.7,137=,
3173,,,,,,,,,,,,,,,,,,,,,72.5,189=,
3174,,,,,,,,,,,,,,,,,,,,,96.3,41,
3175,,,,,,,,,,,,,,,,,,,,,70.1,204=,
3176,,,,,,,,,,,,,,,,,,,,,35.5,397=,
3177,,,,,,,,,,,,,,,,,,,,,93.2,70=,
3178,,,,,,,,,,,,,,,,,,,,,75.1,175=,
3179,,,,,,,,,,,,,,,,,,,,,49.4,312=,
3180,,,,,,,,,,,,,,,,,,,,,24.1,502=,
3181,,,,,,,,,,,,,,,,,,,,,72.0,193,
3182,,,,,,,,,,,,,,,,,,,,,97.3,33=,
3183,,,,,,,,,,,,,,,,,,,,,20.9,536=,
3184,,,,,,,,,,,,,,,,,,,,,54.6,279=,
3185,,,,,,,,,,,,,,,,,,,,,91.5,82,
3186,,,,,,,,,,,,,,,,,,,,,50.6,305=,
