university_id,2024 RANK,2023 RANK,University,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Student Population,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Quality of Education,Alumni Employment,Quality of Faculty,Quality_Publications,Influence,Citations_Count,Latitude,Longitude,type,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,Country_Avg_Citations,female_percentage,male_percentage,Subject_Field,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,City,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,universities_ranked_count_y
U0118,183,193,Curtin University,AU,Australia,L,CO,VH,3,A,32.4,271,31.8,309,14.3,701+,86.2,88,100,43,26.4,459,84.9,119,25.7,320,50.6,305,29283,29%,53:47:00,55.9985,30.2,36.5,87.5,78.8,94.7,2024,667,1001,304,338,300,898,-24.7761086,134.755,Public,21,54,57.36819048,33.99047619,250.1428571,519.8125,53,47,"History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Business & Management,Law,Electrical & Electronic Engineering,General Engineering,Physics & Astronomy,Economics & Econometrics,Politics & International Studies (incl Development Studies),Psychology,Education,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Sport Science,Archaeology,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Medicine & Dentistry,Geography,Chemistry,Sociology,Architecture",28.7,100,29539,21713,7826,"4,565",52630.5,35,95.5,7.5,10,194,183,11.5,Perth,Oceania,1698,14,0.5,67.1,28.75,63.2,0.190812721,0.78375999,658.3,0.680431862,327,8390,43
U0119,184,111,Ã‰cole Normale SupÃ©rieure de Lyon,FR,France,S,CO,VH,5,A,30.5,285,14.4,570,95.7,59,98.4,27,70.8,272,14.6,628,34.3,425,10,701+,5.9,701+,2024,11%,43:57:00,55.2395,58.5,46.8,53.9,78.5,68,2024,,,,,,,,,Public,9,58,54.70383333,38.41111111,373,207,43,57,"History, Philosophy & Theology,Mathematics & Statistics,Sociology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Education,Geography,Computer Science,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences",88.8,100,22317,11755,10197.5,233,52630.5,10.5,95.5,7.5,10,130,9.5,11.5,Lyon,Europe,387,5,0.5,51.06,12.2,42.7,,0.062037962,0,0.302644784,,,
U0120,187,185,University of Gothenburg,SE,Sweden,L,FC,VH,4,A,36.2,239,16.9,511,56.3,261,39.4,349,90.6,179,80.8,160,86.4,104,46.3,151,97.6,30,21698,13%,,57.6195,34,43.4,90.2,75.4,65.7,2024,501,427,141,189,175,187,44.133435,-70.822678,Public,6,106,60.13525,44.65,183.6666667,245,47.1768085,52.8231915,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,Physics & Astronomy,Education,Sociology,Languages, Literature & Linguistics,Sport Science,Geography,Chemistry,Accounting & Finance,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Other Health,Psychology,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies)",55.7,100,20756,14995,5761,"5,652",52630.5,13,95.5,7.5,10,180,202,11.5,Gothenburg,Europe,2680,8,0.5,71.48,31.6,85.7,0.07761194,0.204195804,370.8,0.488820483,222,4228,13
U0121,189,152,McMaster University,CA,Canada,L,FC,VH,5,A,40.5,210,38.2,255,75.1,166,29,444,99.3,93,59.5,250,40.2,376,37.2,197,70.1,204,28254,22%,56:44:00,66.2455,43.8,51.3,93,100,87.3,2024,339,660,202,133,124,57,61.0666922,-107.991707,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,56,44,"Accounting & Finance,Communication & Media Studies,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Biological Sciences,Archaeology,General Engineering,Chemistry,Computer Science,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Business & Management,Sport Science,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",68.5,100,28647,17807,10840,"5,386",52630.5,23,95.5,7.5,10,140,173,11.5,Hamilton,North America,3819,7,0.5,76.32,37.7,79.4,0.036658811,0.128228914,394.2,0.524242832,446,11677,39
U0122,194,194,Wuhan University,CN,China (Mainland),XL,FC,VH,4,A,40.9,204,44,205,12.8,701+,87.4,82,40.7,405,5,701+,48.4,324,35,218,44.4,336,56066,5%,,61.3145,50.9,45,88.5,90.6,41,2024,667,383,304,207,458,898,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,62.78150871,37.21849129,"Law,Psychology,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Geography,General Engineering,Education,Physics & Astronomy,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Civil Engineering,Architecture,Archaeology,Other Health,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sociology",25.3,100,49045,32196,16849,"3,682",52630.5,6,95.5,7.5,10,225,186,11.5,Wuhan,Asia,3828,14,-0.257142857,71.1,39.5,22.85,0.037356322,0.800264441,472.9,0.675364781,451,14341,72
U0123,196,141,Hokkaido University,JP,Japan,L,FC,VH,5,A,57.3,134,66,119,75.8,162,27.8,451,17.5,621,14.4,633,38.1,392,12.9,665,30.7,438,17659,10%,29 : 71,49.4505,51.2,44,47.4,95.1,47.5,2024,415,305,177,173,209,304,36.5748441,139.2394179,Public,37,29,35.23782432,24.98108108,1011.972973,567.8518519,29,71,"Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Sociology,Computer Science,Agriculture & Forestry,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Business & Management,Sport Science,Psychology,Architecture,Medicine & Dentistry,Law,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Chemistry",21.6,100,17693,12337,5356,"1,984",52630.5,11,95.5,7.5,10,145,170,11.5,Sapporo,Asia,2476,7,0.5,46.04,39.45,15.95,0.055331179,0.382772783,310.6,0.415778387,236,5650,120
U0124,199,155,Emory University,US,United States,L,FC,VH,5,B,25.6,342,16.4,522,97.7,50,69.7,149,37.3,431,31.1,409,57,268,23.6,357,85.7,115,13127,19%,61:39:00,66.029,53.1,45.7,95.5,81.6,69.3,2024,667,197,164,66,55,63,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,61,39,"Law,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Business & Management,Chemistry,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,General Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",77.8,100,13652,9062,4590,"2,264",52630.5,20,95.5,7.5,10,160,182,11.5,Atlanta,North America,2725,5,0.5,75.58,20,34.2,0.03706422,0.123676324,375.1,0.515815815,252,4034,192
U0125,199,205,Waseda University,JP,Japan,XL,CO,VH,5,B,60.2,118,97.3,24,23.7,602,4.3,701+,27.6,503,28.6,436,17.5,569,65.6,87,56.5,268,46013,13%,39 : 61,36.8475,33.7,26.2,43.1,56.7,54.8,2024,562,23,304,471,445,541,36.5748441,139.2394179,Private,37,29,35.23782432,24.98108108,1011.972973,567.8518519,39,61,"Languages, Literature & Linguistics,Computer Science,Biological Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Communication & Media Studies,Economics & Econometrics,Architecture,Law,Sociology",29.7,100,44876,27475,17401,"7,209",52630.5,12,95.5,7.5,10,203,196,11.5,Tokyo,Asia,3833,11,0.5,36.34,81.45,28.1,0.122619358,0.548507049,322.9,0.381058127,162,12878,120
U0126,203,237,King Saud University,SA,Saudi Arabia,XL,FC,VH,4,A,36.9,236,21.3,435,64.2,218,32.2,419,99.7,83,21.3,525,88.6,92,71.7,67,75.8,171,50906,6%,43:57:00,48.122,31.4,19.9,84.5,48.7,77.2,2024,667,442,304,435,452,898,25.6242618,42.3528328,Public,9,424,39.26633333,13.54444444,721.5555556,898,43,57,"Physics & Astronomy,Veterinary Science,Geography,Languages, Literature & Linguistics,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sport Science,Computer Science,Biological Sciences,Psychology,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Business & Management,Other Health,Sociology,Education,General Engineering,Chemistry",32.3,100,42846,25689,17157,"3,896",52630.5,11,95.5,7.5,10,277,143,11.5,Riyadh,Asia,4216,9,0.5,58.66,46.5,60.5,0.045303605,0.897102897,490.6,0.614656072,471,15822,38
U0127,203,237,University of Ottawa,CA,Canada,XL,FC,VH,5,A,26.5,329,29.7,328,3.8,701+,79.1,116,85.9,203,75.9,182,85.8,111,24.3,344,54.6,279,38366,26%,59:41:00,60.2125,39.6,46.5,84.4,80.2,86.9,2024,366,431,304,157,164,200,61.0666922,-107.991707,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,59,41,"Languages, Literature & Linguistics,Computer Science,Veterinary Science,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,History, Philosophy & Theology,Education,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Law,Sociology,Business & Management,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Geography",54.8,100,40753,28259,12494,"8,885",52630.5,29,95.5,7.5,10,230,219,11.5,Ottawa,North America,1677,22,0.5,69.24,27,80.9,0.096601073,0.228228914,366.9,0.498509895,172,8837,39
U0128,206,217,University of Otago,NZ,New Zealand,L,FC,VH,5,A,46.3,178,27.1,359,11,701+,51,256,100,44,29.2,428,38.1,391,44.7,159,98.1,22,19350,16%,61:39:00,52.308,35.6,35.1,75.8,68.8,81.8,2024,667,864,304,308,282,254,-41.5000831,172.8344077,Public,4,320,48.221,34.975,425.5,400,61,39,"Mathematics & Statistics,Medicine & Dentistry,Business & Management,Agriculture & Forestry,Accounting & Finance,Art, Performing Arts & Design,Law,History, Philosophy & Theology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Archaeology,Computer Science,Geography,Chemistry,Psychology",48,100,18703,13030,5673,"3,585",52630.5,18,95.5,7.5,10,194,197,11.5,Dunedin,Oceania,1333,14,0.5,59.52,35.9,64.6,0.242310578,0.297502498,617.2,0.513317971,181,2517,9
U0129,207,214,Vrije Universiteit Amsterdam,NL,Netherlands,XL,FC,VH,5,A,39.6,217,15.7,531,23.6,607,68.1,156,68.5,284,40.2,340,70.1,195,20.2,414,89.1,95,31704,18%,57:43:00,64.7105,40.4,51,93.4,91.5,84.3,2024,,,,,,,,,Public,9,48,67.17744444,47.4,116.2222222,271,57,43,"Architecture,Mathematics & Statistics,Economics & Econometrics,Sociology,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Law,Communication & Media Studies,Computer Science,Chemistry,Education,Accounting & Finance,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Psychology,Agriculture & Forestry,Languages, Literature & Linguistics,Biological Sciences",58.5,100,31949,22114,9835,"4,059",52630.5,20,95.5,7.5,10,209,194,11.5,Amsterdam,Europe,2598,10,0.5,76.44,17.95,54.35,4.51,0.081218781,0,0.416638581,395,9840,14
U0130,208,220,University of Aberdeen,UK,United Kingdom,L,FC,VH,5,A,29.6,292,32.5,302,29.6,525,42.1,322,95.8,144,96.7,77,73.3,180,20.5,408,98.1,21,12755,40%,58:42:00,56.1285,36.4,35.8,81.8,78.9,97.5,2024,587,649,219,293,210,254,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,58,42,"Computer Science,General Engineering,Geography,Archaeology,Mechanical & Aerospace Engineering,Civil Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Education,History, Philosophy & Theology,Psychology,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Sociology,Law,Electrical & Electronic Engineering,Physics & Astronomy",64.6,100,11875,8117,3758,"5,544",52630.5,36,95.5,7.5,10,205,262,11.5,Aberdeen,Europe,1175,11,1.869565217,63.4,26.5,96.25,0.296170213,0.293921079,495.2,0.511148421,191,4977,126
U0131,210,212,University of Twente,NL,Netherlands,M,FO,VH,4,A,20.6,422,38.3,254,39.4,404,65.3,171,99.3,94,91.1,112,67.6,208,12.6,687,33.2,416,9964,38%,37 : 63,59.6545,43.4,46,75.1,99.6,93.3,2024,667,927,304,363,520,275,52.2434979,5.6343227,Public,9,48,67.17744444,47.4,116.2222222,271,37,63,"Other Health,Psychology,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Business & Management,General Engineering,Mathematics & Statistics,Law,Chemistry,Economics & Econometrics,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Education,Biological Sciences,Geography,Sport Science,Medicine & Dentistry",42,100,8204,4777,3427,"3,872",52630.5,43,95.5,7.5,10,189,203,11.5,Enschede,Europe,1177,10,0.5,63.46,25.45,95.2,0.358538658,0.273526474,636.1,0.552930407,209,1991,14
U0132,211,224,Chulalongkorn University,TH,Thailand,XL,FC,VH,5,A,66.6,101,50.1,170,31.5,498,7,701+,15,668,2.9,701+,49.4,318,87.2,44,85.9,113,34552,3%,56:44:00,41.596,36.7,32.2,50.2,76.6,44.1,2024,667,117,304,582,645,460,13.03876215,101.7001761,Public,10,612,27.2866,24.82,1271.3,732.25,56,44,Social Sciences & Management,12.5,75,34173,21645,12528,985,52630.5,4,95.5,7.5,10,215,221,11.5,Bangkok,Asia,3354,10,0.5,43,68.65,8.95,0.129695886,0.541133866,393.1,0.433243012,180,7694,23
U0133,212,256,Loughborough University,UK,United Kingdom,L,CO,VH,4,A,30.5,283,66.8,116,23.6,604,34.6,392,87.3,198,63.5,237,77.1,162,18.8,446,63.4,231,16110,25%,40 : 60,53.634,36.5,34.4,77.4,70.2,91.5,2024,667,1001,304,562,1001,541,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,40,60,"Art, Performing Arts & Design,Chemical Engineering,Accounting & Finance,General Engineering,Sociology,Geography,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,History, Philosophy & Theology,Sport Science,Other Health,Biological Sciences,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Mathematics & Statistics,Chemistry",9.2,100,18345,11617,6728,"4,540",52630.5,25,95.5,7.5,10,231,225,11.5,Loughborough,Europe,1445,12,1.869565217,60.2,42.8,75.4,0.359861592,0.49462038,658.3,0.579331009,154,2765,126
U0134,214,197,Keio University,JP,Japan,XL,FC,VH,5,B,51.4,156,93.5,42,58,246,6,701+,9.6,701+,9.2,701+,9.2,689,79.8,50,39.3,366,33577,8%,36 : 64,39.2875,36.9,27,49.2,73.3,38.4,2024,549,12,304,324,273,363,36.5748441,139.2394179,Private,37,29,35.23782432,24.98108108,1011.972973,567.8518519,36,64,"Art, Performing Arts & Design,Chemical Engineering,Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Architecture,History, Philosophy & Theology,Economics & Econometrics,Business & Management,Civil Engineering,Computer Science,Sociology,Geography,Archaeology,Law,Physics & Astronomy,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Politics & International Studies (incl Development Studies),Psychology,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Accounting & Finance,General Engineering",26.1,100,34336,21896,12440,"3,101",52630.5,10,95.5,7.5,10,201,215,11.5,Tokyo,Asia,4028,8,0.5,40.32,86.65,9.4,0.075223436,0.424031524,314.4,0.369082709,201,35404,120
U0135,215,260,Tel Aviv University,IL,Israel,L,FC,VH,4,A,33.2,264,23.6,407,3.8,701+,99.9,11,40.4,410,4.6,701+,39.5,382,72.9,62,38.4,373,24995,5%,57:43:00,58.335,40.7,49.7,83,76.2,52.9,2024,105,143,59,115,129,151,39.3181528,-79.8109014,Public,3,209,47.23766667,18.1,476,574,57,43,"Medicine & Dentistry,Biological Sciences,Business & Management,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Architecture,Agriculture & Forestry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Law,Mathematics & Statistics,Other Health,Chemistry",33,100,24379,15332,9047,"1,294",52630.5,7,95.5,7.5,10,255,223,11.5,Tel Aviv,Asia,1048,22,0.5,69.68,48.25,22.5,0.103053435,0.277622378,102.6,0.444068405,404,6782,10
U0136,216,212,Tongji University,CN,China (Mainland),XL,FC,VH,5,A,34.4,251,13.1,601+,28.8,534,91.8,70,56.7,327,32.6,396,21.3,534,18,464,65.4,225,31632,15%,41:59:00,59.6375,50,53.6,69.5,85.4,67.7,2024,335,248,304,250,396,541,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,41,59,Life Sciences & Medicine,99.6,100,33414,22566,10848,"5,095",52630.5,16,95.5,7.5,10,211,177,11.5,Shanghai,Asia,2785,11,-0.257142857,63.14,15.55,44.65,0.056014363,0.550614092,299.6,0.544575076,384,7658,72
