university_name,year,rank_display,score,link,country,city,region_x,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,region_y,university_type,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,total_students,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources
Diponegoro University,2022,1001-1200,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14,741,XL,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dokuz Eylül Üniversitesi,2021,1001,,https://www.topuniversities.com/universities/dokuz-eylul-universitesi,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/dokuz-eyll-niversitesi_592560cf2aeae70239af50b2_small.jpg,Public,High,27,110,XL,"2,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dokuz Eylül Üniversitesi,2022,1201,,https://www.topuniversities.com/universities/dokuz-eylul-universitesi,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/dokuz-eyll-niversitesi_592560cf2aeae70239af50b2_small.jpg,Public,High,27,110,XL,"2,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguk University ,2017,441-450,,https://www.topuniversities.com/universities/dongguk-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,Private,High,7,2.27,L,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguk University ,2018,471-480,,https://www.topuniversities.com/universities/dongguk-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,Private,High,7,2.27,L,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguk University ,2019,432,26.5,https://www.topuniversities.com/universities/dongguk-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,Private,High,7,2.27,L,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguk University ,2020,454,25.6,https://www.topuniversities.com/universities/dongguk-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,Private,High,7,2.27,L,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguk University ,2021,456,25.4,https://www.topuniversities.com/universities/dongguk-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,Private,High,7,2.27,L,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguk University ,2022,494,24.1,https://www.topuniversities.com/universities/dongguk-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg,Private,High,7,2.27,L,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doshisha University,2017,701,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20,"1,213",L,"1,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doshisha University,2018,801-1000,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20,"1,213",L,"1,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doshisha University,2019,801-1000,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20,"1,213",L,"1,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doshisha University,2020,1001,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20,"1,213",L,"1,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doshisha University,2021,1001,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20,"1,213",L,"1,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doshisha University,2022,1001-1200,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20,"1,213",L,"1,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel University,2017,501-550,,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.526,L,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel University,2018,501-550,,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.526,L,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel University,2019,501-510,,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.526,L,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel University,2020,561-570,,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.526,L,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel University,2021,601-650,,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.526,L,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel University,2022,651-700,,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11,2.526,L,1.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City University,2017,380,31.3,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11,1.415,L,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City University,2018,391,31,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11,1.415,L,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City University,2019,422,27,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11,1.415,L,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City University,2020,429,27,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11,1.415,L,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City University,2021,439,26,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11,1.415,L,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City University,2022,490,24.3,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11,1.415,L,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,,,,,USA,,,,,,,,,,North America,Private,26,22,,91.8,80.4,,95.2,97.8,97.4,92.8,82.4,78.4,78.8,88.4,86.8,70.4,62.4,1838,17000,27,13,0,FALSE,24,188,QS Jun-2025 | THE Oct-2025 | ARWU Aug-2025
Duke University,2017,24,86,https://www.topuniversities.com/universities/duke-university,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,Private,Very High,3,"3,445",L,"5,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,2018,21,87,https://www.topuniversities.com/universities/duke-university,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,Private,Very High,3,"3,445",L,"5,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,2019,26,83.9,https://www.topuniversities.com/universities/duke-university,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,Private,Very High,3,"3,445",L,"5,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,2020,25,83.8,https://www.topuniversities.com/universities/duke-university,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,Private,Very High,3,"3,445",L,"5,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,2021,42,76.4,https://www.topuniversities.com/universities/duke-university,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,Private,Very High,3,"3,445",L,"5,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke University,2022,52,75.2,https://www.topuniversities.com/universities/duke-university,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,Private,Very High,3,"3,445",L,"5,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2017,74,68.8,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11,"6,174",L,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2018,78,68.5,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11,"6,174",L,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2019,74,65.7,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11,"6,174",L,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2020,78,64.2,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11,"6,174",L,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2021,86,62.2,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11,"6,174",L,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,2022,82,65.2,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11,"6,174",L,"1,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBS Business School,2017,,,https://www.topuniversities.com/universities/ebs-business-school,Germany,Wiesbaden,Europe,https://www.topuniversities.com/sites/default/files/ebs-business-school_203_small.jpg,Private,Medium,44,453,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBS Business School,2018,,,https://www.topuniversities.com/universities/ebs-business-school,Germany,Wiesbaden,Europe,https://www.topuniversities.com/sites/default/files/ebs-business-school_203_small.jpg,Private,Medium,44,453,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGE UNIVERSITY,2021,1001,,https://www.topuniversities.com/universities/ege-university,Turkey,İzmir,Asia,https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg,Public,High,14,"1,697",XL,"3,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGE UNIVERSITY,2022,1001-1200,,https://www.topuniversities.com/universities/ege-university,Turkey,İzmir,Asia,https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg,Public,High,14,"1,697",XL,"3,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENS Paris-Saclay,2017,264,34.6,https://www.topuniversities.com/universities/ens-paris-saclay,France,Cachan,Europe,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,Public,Very High,6,298,S,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENS Paris-Saclay,2018,330,34.6,https://www.topuniversities.com/universities/ens-paris-saclay,France,Cachan,Europe,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,Public,Very High,6,298,S,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENS Paris-Saclay,2019,305,34.6,https://www.topuniversities.com/universities/ens-paris-saclay,France,Cachan,Europe,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,Public,Very High,6,298,S,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENS Paris-Saclay,2020,312,34.6,https://www.topuniversities.com/universities/ens-paris-saclay,France,Cachan,Europe,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,Public,Very High,6,298,S,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENS Paris-Saclay,2021,291,34.6,https://www.topuniversities.com/universities/ens-paris-saclay,France,Cachan,Europe,https://www.topuniversities.com/sites/default/files/ecole-normale-suprieure-de-cachan_1878_small.jpg,Public,Very High,6,298,S,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2017,14,91.1,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6,"6,426",M,"1,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2018,12,91.2,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6,"6,426",M,"1,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2019,22,85.8,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6,"6,426",M,"1,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2020,18,87.4,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6,"6,426",M,"1,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2021,14,89.6,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6,"6,426",M,"1,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2022,14,90.2,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6,"6,426",M,"1,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCP Business School - Paris,2020,1001,73.6,https://www.topuniversities.com/universities/escp-business-school-paris,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/escp-business-school-paris_592560cf2aeae70239af4b44_small.jpg,Private,High,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCP Business School - Paris,2021,,73.6,https://www.topuniversities.com/universities/escp-business-school-paris,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/escp-business-school-paris_592560cf2aeae70239af4b44_small.jpg,Private,High,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESSEC Business School,2017,,,https://www.topuniversities.com/universities/essec-business-school,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/essec-business-school_198_small.jpg,Private,Very High,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESSEC Business School,2018,1001,,https://www.topuniversities.com/universities/essec-business-school,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/essec-business-school_198_small.jpg,Private,Very High,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESSEC Business School,2019,,,https://www.topuniversities.com/universities/essec-business-school,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/essec-business-school_198_small.jpg,Private,Very High,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESSEC Business School,2020,1001,,https://www.topuniversities.com/universities/essec-business-school,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/essec-business-school_198_small.jpg,Private,Very High,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
