Country,University_Name,World_Rank,National_Rank,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank
Singapore,University of Singapore 767,767,77,768,771,775,19169,9780,9389,1087,17.6,Medium,22,9229,77,97,758,784
United Kingdom,University of United Kingdom 768,768,77,767,780,768,46083,32423,13660,3562,12.9,Medium,17,21086,23,78,793,761
South Korea,University of South Korea 769,769,77,771,774,773,52664,40303,12361,4393,12.0,Medium,41,20957,19,60,778,740
Singapore,University of Singapore 770,770,78,760,761,783,14806,8397,6409,1213,12.2,Medium,45,32581,74,77,768,757
South Korea,University of South Korea 771,771,78,776,784,754,50676,27933,22743,2423,20.9,Medium,39,25754,75,91,807,755
Italy,University of Italy 772,772,78,769,766,790,7457,5105,2352,679,11.0,Medium,5,32333,50,77,815,787
United States,University of United States 773,773,78,770,783,787,24827,16037,8790,1028,24.2,Medium,30,28762,73,83,786,782
France,University of France 774,774,78,781,786,764,52332,27970,24362,2206,23.7,Medium,49,21258,61,72,725,744
Brazil,University of Brazil 775,775,78,779,777,775,58263,39108,19155,3405,17.1,Medium,43,14534,61,74,796,800
United States,University of United States 776,776,78,775,767,756,50809,29434,21375,2259,22.5,Medium,38,5147,70,62,726,767
Japan,University of Japan 777,777,78,784,782,786,39889,22871,17018,2648,15.1,Medium,28,53486,41,96,805,796
Canada,University of Canada 778,778,78,780,784,784,22538,16734,5804,1058,21.3,Medium,28,30310,73,92,804,774
India,University of India 779,779,78,781,789,783,46695,30371,16324,2399,19.5,Medium,18,6470,48,77,783,800
South Korea,University of South Korea 780,780,79,770,789,794,17758,12319,5439,887,20.0,Medium,17,41736,70,88,820,755
United Kingdom,University of United Kingdom 781,781,79,775,773,778,52422,39996,12426,2755,19.0,Medium,32,38940,37,61,805,805
Japan,University of Japan 782,782,79,788,776,795,11882,7971,3911,593,20.0,Medium,47,43838,26,70,790,792
Canada,University of Canada 783,783,79,777,773,795,34629,19892,14737,1854,18.7,Medium,49,51634,63,88,749,765
United Kingdom,University of United Kingdom 784,784,79,782,773,765,56044,31510,24534,2420,23.2,Medium,23,12421,47,95,751,803
Spain,University of Spain 785,785,79,779,789,791,59110,40000,19110,2383,24.8,Medium,35,12957,14,82,810,804
Spain,University of Spain 786,786,79,786,772,790,20485,12470,8015,956,21.4,Medium,21,56400,59,64,794,803
Spain,University of Spain 787,787,79,796,772,802,46524,29445,17079,3204,14.5,Medium,6,20550,71,84,782,783
Brazil,University of Brazil 788,788,79,783,777,802,45290,24652,20638,2983,15.2,Medium,42,58420,22,82,803,794
Germany,University of Germany 789,789,79,785,777,780,33669,17247,16422,1643,20.5,Medium,36,58217,76,83,838,778
United Kingdom,University of United Kingdom 790,790,80,788,785,796,12233,7867,4366,637,19.2,Medium,15,14857,71,95,834,779
United Kingdom,University of United Kingdom 791,791,80,787,802,780,18238,13728,4510,1108,16.5,Medium,47,17720,42,60,777,785
United States,University of United States 792,792,80,795,777,811,56230,32630,23600,5318,10.6,Medium,28,37892,66,64,816,821
Switzerland,University of Switzerland 793,793,80,802,800,773,36346,24759,11587,1496,24.3,Medium,13,5174,7,80,797,799
Spain,University of Spain 794,794,80,792,801,780,44297,26492,17805,2384,18.6,Medium,8,52715,17,88,837,818
Singapore,University of Singapore 795,795,80,804,783,777,56128,32112,24016,2472,22.7,Medium,27,39992,38,75,785,819
Australia,University of Australia 796,796,80,805,792,790,52101,34899,17202,2255,23.1,Medium,29,25753,35,91,832,801
Italy,University of Italy 797,797,80,805,801,788,11421,8077,3344,774,14.8,Medium,22,19636,36,90,818,808
Netherlands,University of Netherlands 798,798,80,794,810,803,47939,32362,15577,2078,23.1,Medium,14,20081,36,72,773,786
Singapore,University of Singapore 799,799,80,798,803,809,42770,33159,9611,2458,17.4,Medium,20,40003,22,94,843,800
Japan,University of Japan 800,800,81,806,786,812,19233,13579,5654,1371,14.0,Medium,21,50420,66,73,771,786
Australia,University of Australia 801,801,81,800,810,798,6373,4990,1383,505,12.6,Medium,9,7110,35,72,753,806
France,University of France 802,802,81,807,795,785,54119,29831,24288,2842,19.0,Medium,45,59713,8,74,754,798
Japan,University of Japan 803,803,81,807,798,804,44712,34155,10557,3749,11.9,Medium,31,2472,26,69,820,788
France,University of France 804,804,81,794,791,785,14128,9916,4212,929,15.2,Medium,6,19018,50,67,771,819
France,University of France 805,805,81,800,801,791,54661,43266,11395,4259,12.8,Medium,46,51529,37,61,852,784
China,University of China 806,806,81,798,813,821,5902,3696,2206,360,16.4,Medium,44,46693,78,84,766,811
Switzerland,University of Switzerland 807,807,81,812,821,801,11744,8671,3073,515,22.8,Medium,22,8854,69,60,806,816
Spain,University of Spain 808,808,81,810,799,790,53548,35463,18085,4023,13.3,Medium,14,48038,28,85,856,780
India,University of India 809,809,81,817,796,791,29637,18162,11475,1818,16.3,Medium,18,20545,69,74,796,816
Switzerland,University of Switzerland 810,810,82,802,811,818,11424,6993,4431,526,21.7,Medium,46,3458,71,76,772,821
France,University of France 811,811,82,809,804,810,41778,31563,10215,3416,12.2,Medium,34,52834,74,70,780,794
Canada,University of Canada 812,812,82,815,813,830,49510,28957,20553,4526,10.9,Medium,5,10963,11,73,828,806
Switzerland,University of Switzerland 813,813,82,818,820,802,24307,14757,9550,1826,13.3,Medium,30,26986,22,61,840,807
Spain,University of Spain 814,814,82,813,811,800,49832,38572,11260,2831,17.6,Medium,40,54207,58,87,802,786
China,University of China 815,815,82,817,807,830,44277,23452,20825,1925,23.0,Medium,48,31558,52,70,810,789
Switzerland,University of Switzerland 816,816,82,822,811,807,41412,30517,10895,2364,17.5,Medium,20,10947,68,73,817,827
India,University of India 817,817,82,813,805,817,16640,9184,7456,1146,14.5,Medium,33,11454,65,96,778,821
Switzerland,University of Switzerland 818,818,82,826,807,820,25271,16387,8884,1061,23.8,Medium,20,5845,73,97,816,815
Brazil,University of Brazil 819,819,82,825,816,807,41715,29731,11984,1688,24.7,Medium,15,9452,76,88,859,796
France,University of France 820,820,83,814,824,809,29022,16699,12323,2838,10.2,Medium,26,6522,21,69,847,813
Canada,University of Canada 821,821,83,816,814,812,54510,35467,19043,2340,23.3,Medium,49,47329,65,68,839,847
India,University of India 822,822,83,814,826,810,47688,24194,23494,2122,22.5,Medium,10,15088,36,78,833,832
India,University of India 823,823,83,819,827,818,15758,8141,7617,993,15.9,Medium,40,27495,10,82,798,826
United States,University of United States 824,824,83,829,826,823,37037,26251,10786,3251,11.4,Medium,32,26845,40,70,782,852
Switzerland,University of Switzerland 825,825,83,817,814,813,39520,25792,13728,3419,11.6,Medium,35,40245,33,68,813,818
Canada,University of Canada 826,826,83,835,812,840,12569,6821,5748,711,17.7,Medium,14,34535,31,88,843,803
Australia,University of Australia 827,827,83,829,823,825,17138,13169,3969,778,22.0,Medium,36,21391,56,68,784,805
Canada,University of Canada 828,828,83,833,815,830,7832,5095,2737,451,17.4,Medium,27,12030,19,69,801,812
United Kingdom,University of United Kingdom 829,829,83,830,838,829,48886,30711,18175,2748,17.8,Medium,49,15778,31,74,795,857
China,University of China 830,830,84,831,830,827,10103,5823,4280,584,17.3,Medium,17,49131,30,80,788,841
China,University of China 831,831,84,827,838,823,31867,17791,14076,3134,10.2,Medium,15,31207,38,92,852,853
Canada,University of Canada 832,832,84,837,830,838,13180,9840,3340,695,19.0,Medium,36,48694,75,88,807,837
Canada,University of Canada 833,833,84,831,843,837,37494,25224,12270,1973,19.0,Medium,23,12540,61,87,799,854
Germany,University of Germany 834,834,84,825,847,837,40138,23087,17051,2141,18.7,Medium,5,51939,13,69,828,846
Netherlands,University of Netherlands 835,835,84,825,829,851,26694,15471,11223,1132,23.6,Medium,48,24737,65,65,881,834
Spain,University of Spain 836,836,84,844,830,853,13793,10939,2854,573,24.1,Medium,8,30383,17,86,848,823
United Kingdom,University of United Kingdom 837,837,84,839,848,854,44920,23348,21572,2757,16.3,Medium,6,28557,17,71,850,851
India,University of India 838,838,84,828,835,851,56947,37699,19248,2984,19.1,Medium,49,36276,58,95,806,857
France,University of France 839,839,84,839,826,858,41194,25610,15584,2312,17.8,Medium,26,31148,7,91,868,835
Brazil,University of Brazil 840,840,85,845,848,837,22457,11936,10521,1290,17.4,Medium,17,54218,41,76,811,818
Australia,University of Australia 841,841,85,845,852,855,22967,12152,10815,1164,19.7,Medium,38,18718,11,68,834,834
China,University of China 842,842,85,841,839,824,25742,19052,6690,1699,15.2,Medium,28,52870,73,70,882,838
Germany,University of Germany 843,843,85,842,835,835,23796,15644,8152,1680,14.2,Medium,41,38240,5,88,851,821
Singapore,University of Singapore 844,844,85,851,834,835,46853,35415,11438,3579,13.1,Medium,5,31061,20,74,867,818
Germany,University of Germany 845,845,85,844,830,827,6365,4855,1510,282,22.6,Medium,21,36168,34,77,872,860
Spain,University of Spain 846,846,85,837,844,832,11736,9332,2404,984,11.9,Medium,35,47426,57,77,809,822
Spain,University of Spain 847,847,85,853,841,857,53569,29364,24205,2940,18.2,Medium,21,58388,30,76,844,842
Germany,University of Germany 848,848,85,854,854,854,19017,10619,8398,922,20.6,Medium,7,5536,42,90,815,825
China,University of China 849,849,85,858,842,866,33297,17506,15791,1454,22.9,Medium,45,59244,49,76,829,866
Canada,University of Canada 850,850,86,843,861,847,11442,6209,5233,798,14.3,Medium,17,12077,6,85,849,828
United Kingdom,University of United Kingdom 851,851,86,853,863,831,21844,16941,4903,1991,11.0,Medium,16,47145,52,92,882,865
Switzerland,University of Switzerland 852,852,86,846,856,839,32323,16822,15501,2016,16.0,Medium,23,49433,58,81,832,859
France,University of France 853,853,86,859,844,837,11205,7394,3811,725,15.5,Medium,44,50651,36,73,867,841
South Korea,University of South Korea 854,854,86,854,851,852,55847,36782,19065,3887,14.4,Medium,12,31206,25,84,870,831
Japan,University of Japan 855,855,86,864,850,870,11219,6704,4515,797,14.1,Medium,9,39321,60,76,867,875
Netherlands,University of Netherlands 856,856,86,856,845,858,27062,20833,6229,1336,20.3,Medium,33,6485,42,87,863,869
Spain,University of Spain 857,857,86,851,847,845,18762,10254,8508,786,23.9,Medium,36,49570,50,98,820,874
United Kingdom,University of United Kingdom 858,858,86,856,861,850,31491,21624,9867,2029,15.5,Medium,42,38587,39,86,881,875
India,University of India 859,859,86,866,866,870,30434,17347,13087,1710,17.8,Medium,12,51445,68,93,837,856
France,University of France 860,860,87,850,846,854,37875,20390,17485,2099,18.0,Medium,46,3699,45,67,832,870
Singapore,University of Singapore 861,861,87,859,859,849,21291,14061,7230,1404,15.2,Medium,49,39498,10,62,883,834
Brazil,University of Brazil 862,862,87,861,857,863,8494,6568,1926,346,24.5,Medium,31,39317,27,83,857,880
Germany,University of Germany 863,863,87,866,852,844,10045,6172,3873,740,13.6,Medium,8,33081,76,69,877,836
Netherlands,University of Netherlands 864,864,87,868,871,870,28698,17633,11065,1297,22.1,Medium,37,59451,68,72,895,859
Spain,University of Spain 865,865,87,864,866,878,55073,32916,22157,3103,17.7,Medium,46,25035,67,66,903,887
South Korea,University of South Korea 866,866,87,871,879,871,38707,20462,18245,2831,13.7,Medium,24,8747,7,90,863,895
Germany,University of Germany 867,867,87,860,873,872,57623,41488,16135,3448,16.7,Medium,30,32057,11,85,823,859
Brazil,University of Brazil 868,868,87,867,863,863,23660,18842,4818,1604,14.8,Medium,19,48905,58,72,842,855
Japan,University of Japan 869,869,87,877,873,862,20690,11388,9302,1056,19.6,Medium,24,23777,31,65,840,856
France,University of France 870,870,88,860,872,876,5535,2845,2690,416,13.3,Medium,31,40206,33,96,862,888
Netherlands,University of Netherlands 871,871,88,877,877,872,44973,28832,16141,3259,13.8,Medium,25,24454,49,60,884,841
South Korea,University of South Korea 872,872,88,878,868,856,16065,11929,4136,1557,10.3,Medium,37,4227,20,97,911,883
Japan,University of Japan 873,873,88,880,868,884,40483,29888,10595,1681,24.1,Medium,45,4130,41,83,883,866
Switzerland,University of Switzerland 874,874,88,870,888,869,37862,20612,17250,3127,12.1,Medium,49,35506,65,93,864,848
Canada,University of Canada 875,875,88,867,874,887,14469,7708,6761,1185,12.2,Medium,13,15717,79,62,892,872
India,University of India 876,876,88,884,862,859,13162,7816,5346,915,14.4,Medium,28,56313,13,70,915,885
Germany,University of Germany 877,877,88,878,874,885,18792,10293,8499,973,19.3,Medium,23,51786,76,74,897,874
Switzerland,University of Switzerland 878,878,88,874,892,870,36404,23507,12897,2806,13.0,Medium,36,34649,37,87,892,892
Italy,University of Italy 879,879,88,885,885,881,24910,16659,8251,1675,14.9,Medium,6,28484,15,76,888,882
South Korea,University of South Korea 880,880,89,881,890,880,19597,9856,9741,1843,10.6,Medium,24,50595,53,85,869,899
Germany,University of Germany 881,881,89,887,894,879,58576,40137,18439,2590,22.6,Medium,33,36939,78,83,851,866
Italy,University of Italy 882,882,89,873,867,900,28459,21092,7367,2320,12.3,Medium,29,11151,30,68,911,883
Japan,University of Japan 883,883,89,876,877,867,29058,15697,13361,1729,16.8,Medium,17,40041,21,70,896,900
Singapore,University of Singapore 884,884,89,881,892,899,29064,18372,10692,1471,19.8,Medium,37,5922,42,98,923,862
United Kingdom,University of United Kingdom 885,885,89,885,892,867,16245,10324,5921,888,18.3,Medium,49,36149,26,76,882,912
United Kingdom,University of United Kingdom 886,886,89,887,894,902,27179,21018,6161,1120,24.3,Medium,34,7830,77,85,890,863
United States,University of United States 887,887,89,888,883,894,5533,3642,1891,541,10.2,Medium,5,12908,14,96,932,895
Germany,University of Germany 888,888,89,883,894,907,12163,7159,5004,732,16.6,Medium,33,10038,33,63,858,916
United Kingdom,University of United Kingdom 889,889,89,887,899,889,29515,16208,13307,1965,15.0,Medium,16,49994,35,90,922,862
Singapore,University of Singapore 890,890,90,880,897,887,5639,2950,2689,452,12.5,Medium,44,39783,68,81,939,868
Brazil,University of Brazil 891,891,90,893,904,895,24942,17342,7600,1763,14.1,Medium,38,7035,69,91,874,888
Australia,University of Australia 892,892,90,896,903,893,59233,30614,28619,2455,24.1,Medium,33,37050,48,97,863,865
Netherlands,University of Netherlands 893,893,90,885,898,873,46165,23920,22245,3266,14.1,Medium,46,18738,56,78,922,912
South Korea,University of South Korea 894,894,90,888,891,898,20531,13238,7293,1516,13.5,Medium,39,49513,55,88,940,922
Australia,University of Australia 895,895,90,885,880,888,32826,17117,15709,2744,12.0,Medium,46,3129,8,79,871,885
Italy,University of Italy 896,896,90,891,893,885,31495,21822,9673,1293,24.4,Medium,47,46162,47,74,848,904
China,University of China 897,897,90,899,882,899,50147,26821,23326,3410,14.7,Medium,36,57019,15,95,896,904
Switzerland,University of Switzerland 898,898,90,893,889,893,11739,7264,4475,646,18.2,Medium,30,7528,60,87,854,906
Netherlands,University of Netherlands 899,899,90,907,906,903,14511,10144,4367,1059,13.7,Medium,40,10547,15,68,886,883
Spain,University of Spain 900,900,91,899,902,885,18296,13913,4383,1789,10.2,Medium,25,25277,30,75,901,893
Australia,University of Australia 901,901,91,906,900,918,46029,29203,16826,2021,22.8,Medium,44,46013,7,73,921,871
India,University of India 902,902,91,903,912,895,26026,13596,12430,2600,10.0,Medium,29,3177,52,71,930,909
Singapore,University of Singapore 903,903,91,896,911,897,56748,30359,26389,2745,20.7,Medium,7,47715,50,97,902,918
Canada,University of Canada 904,904,91,907,908,919,25222,18804,6418,1895,13.3,Medium,29,41538,78,80,947,901
Italy,University of Italy 905,905,91,912,897,900,16610,10788,5822,1607,10.3,Medium,30,54940,13,93,904,898
Australia,University of Australia 906,906,91,904,901,887,44380,24980,19400,2067,21.5,Medium,29,24137,16,63,939,894
Canada,University of Canada 907,907,91,916,909,916,30634,19302,11332,1525,20.1,Medium,20,22677,34,79,946,912
United Kingdom,University of United Kingdom 908,908,91,917,906,910,44522,29859,14663,2485,17.9,Medium,12,37094,72,87,922,886
Netherlands,University of Netherlands 909,909,91,917,914,923,48489,31237,17252,4569,10.6,Medium,33,27648,10,74,917,937
India,University of India 910,910,92,907,898,911,22457,17189,5268,1647,13.6,Medium,42,12455,21,82,883,914
Brazil,University of Brazil 911,911,92,906,899,907,41558,23513,18045,3685,11.3,Medium,14,53869,15,84,924,939
Canada,University of Canada 912,912,92,916,901,928,55918,33895,22023,4026,13.9,Medium,21,33083,74,91,949,886
China,University of China 913,913,92,912,898,908,39321,30319,9002,1644,23.9,Medium,16,47387,77,72,927,923
Japan,University of Japan 914,914,92,909,925,924,53021,39181,13840,4786,11.1,Medium,23,12224,62,97,935,897
Netherlands,University of Netherlands 915,915,92,920,901,910,11777,8778,2999,504,23.4,Medium,28,46750,50,73,938,916
India,University of India 916,916,92,918,929,932,19634,12422,7212,1567,12.5,Medium,23,2680,5,71,922,935
Brazil,University of Brazil 917,917,92,911,906,916,11327,8310,3017,508,22.3,Medium,41,54958,27,73,896,919
Germany,University of Germany 918,918,92,924,931,902,50442,26010,24432,3519,14.3,Medium,32,17285,52,75,914,942
Germany,University of Germany 919,919,92,910,924,913,57564,36207,21357,3306,17.4,Medium,11,31717,53,76,948,890
United States,University of United States 920,920,93,923,907,931,27623,17815,9808,2311,12.0,Medium,31,43245,64,69,885,943
United States,University of United States 921,921,93,927,921,905,30210,19895,10315,1831,16.5,Medium,23,16387,70,75,879,920
Singapore,University of Singapore 922,922,93,914,936,936,33629,19158,14471,3361,10.0,Medium,36,46018,77,82,955,915
South Korea,University of South Korea 923,923,93,921,914,919,45601,26066,19535,2539,18.0,Medium,39,48811,71,75,961,905
United Kingdom,University of United Kingdom 924,924,93,918,921,908,18711,12227,6484,1794,10.4,Medium,35,54857,35,92,895,904
France,University of France 925,925,93,920,919,925,7971,5246,2725,326,24.5,Medium,38,57986,50,89,947,948
United States,University of United States 926,926,93,929,923,916,37172,25322,11850,1728,21.5,Medium,14,48959,13,94,887,917
Netherlands,University of Netherlands 927,927,93,924,939,940,33109,22032,11077,2966,11.2,Medium,31,34989,28,95,963,944
Spain,University of Spain 928,928,93,923,914,947,51985,40185,11800,2289,22.7,Medium,23,44435,30,82,881,923
Germany,University of Germany 929,929,93,922,943,921,41415,26364,15051,3677,11.3,Medium,32,20949,78,66,929,913
United Kingdom,University of United Kingdom 930,930,94,939,939,915,21242,16313,4929,1377,15.4,Medium,47,42606,24,67,907,909
Spain,University of Spain 931,931,94,922,920,947,16731,10273,6458,1243,13.5,Medium,46,28584,20,83,918,925
Switzerland,University of Switzerland 932,932,94,932,924,946,53606,29426,24180,5267,10.2,Medium,22,59613,38,90,972,924
Switzerland,University of Switzerland 933,933,94,942,930,940,51602,31888,19714,2572,20.1,Medium,44,43280,12,89,922,912
Spain,University of Spain 934,934,94,938,940,937,18523,11400,7123,1164,15.9,Medium,28,38060,53,93,959,944
China,University of China 935,935,94,938,938,933,55858,31409,24449,3740,14.9,Medium,9,48346,75,89,939,906
Netherlands,University of Netherlands 936,936,94,933,941,927,17635,13257,4378,1509,11.7,Medium,6,18697,65,82,918,950
United Kingdom,University of United Kingdom 937,937,94,928,945,927,34700,22796,11904,2206,15.7,Medium,26,38807,7,93,976,914
Germany,University of Germany 938,938,94,938,946,948,56416,36343,20073,2533,22.3,Medium,21,7813,59,77,939,922
United Kingdom,University of United Kingdom 939,939,94,948,953,924,41307,29734,11573,2365,17.5,Medium,43,22139,38,66,926,955
Brazil,University of Brazil 940,940,95,947,931,938,47727,37098,10629,2176,21.9,Medium,49,12405,66,91,903,914
France,University of France 941,941,95,941,947,940,23644,14237,9407,2159,11.0,Medium,18,25988,20,74,922,940
Australia,University of Australia 942,942,95,935,946,929,18815,10230,8585,975,19.3,Medium,47,49423,22,75,975,949
India,University of India 943,943,95,951,957,923,43730,29295,14435,3063,14.3,Medium,47,36165,73,82,981,955
India,University of India 944,944,95,936,948,961,23026,16014,7012,1032,22.3,Medium,12,35171,20,86,984,970
Netherlands,University of Netherlands 945,945,95,938,930,963,24105,12098,12007,2313,10.4,Medium,10,35730,41,85,973,925
Spain,University of Spain 946,946,95,936,946,965,54293,33707,20586,2716,20.0,Medium,19,38137,76,68,898,935
India,University of India 947,947,95,954,936,934,13641,7203,6438,739,18.5,Medium,12,33747,5,69,912,971
South Korea,University of South Korea 948,948,95,955,939,960,8131,6463,1668,552,14.7,Medium,12,16984,43,86,956,968
Netherlands,University of Netherlands 949,949,95,953,934,951,6625,4548,2077,633,10.5,Medium,15,44723,42,70,962,975
China,University of China 950,950,96,955,944,930,38482,29566,8916,2642,14.6,Medium,28,17313,67,62,994,969
Germany,University of Germany 951,951,96,959,960,952,18006,13786,4220,1118,16.1,Medium,47,28825,6,94,949,962
Spain,University of Spain 952,952,96,956,946,964,57318,39313,18005,2792,20.5,Medium,16,33611,56,90,939,945
Germany,University of Germany 953,953,96,953,962,966,22562,13968,8594,1967,11.5,Medium,21,7669,36,69,928,929
Switzerland,University of Switzerland 954,954,96,955,951,951,56062,37561,18501,2683,20.9,Medium,38,4692,41,90,947,961
Brazil,University of Brazil 955,955,96,958,961,960,8093,5180,2913,377,21.5,Medium,30,50767,33,73,956,951
France,University of France 956,956,96,950,949,936,24105,15057,9048,2346,10.3,Medium,16,19706,24,75,978,932
Netherlands,University of Netherlands 957,957,96,955,948,945,40920,22680,18240,1781,23.0,Medium,23,12565,54,62,911,965
Japan,University of Japan 958,958,96,956,972,956,46496,36245,10251,2537,18.3,Medium,32,28567,21,80,969,956
Spain,University of Spain 959,959,96,965,971,963,43195,24691,18504,2486,17.4,Medium,38,52046,50,87,979,931
Canada,University of Canada 960,960,97,952,956,975,29389,20115,9274,2411,12.2,Medium,14,26691,16,91,934,983
Singapore,University of Singapore 961,961,97,961,952,973,38651,28130,10521,1962,19.7,Medium,21,38342,39,66,958,976
China,University of China 962,962,97,963,951,951,45711,34058,11653,2047,22.3,Medium,22,13262,26,75,929,970
France,University of France 963,963,97,955,973,950,12825,7518,5307,707,18.1,Medium,27,51783,10,81,913,979
Italy,University of Italy 964,964,97,972,965,970,38610,28477,10133,2101,18.4,Medium,40,52596,53,61,935,958
Japan,University of Japan 965,965,97,965,960,971,53370,29837,23533,2287,23.3,Medium,43,3683,38,89,954,992
Netherlands,University of Netherlands 966,966,97,969,967,964,20594,10938,9656,1361,15.1,Medium,6,46048,69,72,979,943
Singapore,University of Singapore 967,967,97,975,980,967,47481,26483,20998,2044,23.2,Medium,49,35959,25,86,960,977
Italy,University of Italy 968,968,97,970,975,982,52167,29551,22616,3472,15.0,Medium,39,16377,53,77,974,951
South Korea,University of South Korea 969,969,97,970,976,956,8386,6488,1898,426,19.7,Medium,13,26156,51,65,929,992
Italy,University of Italy 970,970,98,964,973,982,46123,33710,12413,3887,11.9,Medium,41,18427,33,69,933,969
Spain,University of Spain 971,971,98,966,958,960,13312,9712,3600,644,20.7,Medium,47,12647,25,74,982,951
Spain,University of Spain 972,972,98,976,984,958,49211,34902,14309,2913,16.9,Medium,23,36822,12,66,937,974
Germany,University of Germany 973,973,98,974,963,980,40420,25771,14649,1704,23.7,Medium,49,38281,77,81,1019,972
France,University of France 974,974,98,970,963,989,14269,10280,3989,731,19.5,Medium,8,51576,10,72,929,999
Switzerland,University of Switzerland 975,975,98,970,975,984,31843,20334,11509,2048,15.5,Medium,7,14860,55,79,930,958
South Korea,University of South Korea 976,976,98,980,966,978,38484,24305,14179,1672,23.0,Medium,33,56722,75,84,939,1004
Australia,University of Australia 977,977,98,977,975,987,11726,8349,3377,544,21.6,Medium,19,40159,69,79,930,996
United States,University of United States 978,978,98,971,980,995,43812,28496,15316,3737,11.7,Medium,44,10951,56,94,973,966
India,University of India 979,979,98,972,990,959,22547,14258,8289,1937,11.6,Medium,20,11336,10,86,993,1007
Singapore,University of Singapore 980,980,99,978,972,992,59070,37793,21277,3332,17.7,Medium,43,18375,18,61,1016,961
Singapore,University of Singapore 981,981,99,986,972,983,28143,17524,10619,1490,18.9,Medium,14,33881,51,69,990,969
Netherlands,University of Netherlands 982,982,99,986,979,965,17008,11255,5753,1553,11.0,Medium,34,6820,51,92,954,990
Italy,University of Italy 983,983,99,990,992,989,40435,21928,18507,3714,10.9,Medium,37,21265,13,64,1023,994
Singapore,University of Singapore 984,984,99,976,994,998,5367,2771,2596,315,17.0,Medium,13,50125,33,97,967,999
France,University of France 985,985,99,985,999,999,21619,14047,7572,1435,15.1,Medium,8,56042,12,76,987,978
Brazil,University of Brazil 986,986,99,979,986,976,33231,19530,13701,2276,14.6,Medium,19,4321,50,86,941,997
United States,University of United States 987,987,99,991,982,967,31081,22183,8898,1361,22.8,Medium,34,31392,15,95,990,963
Germany,University of Germany 988,988,99,996,977,997,40746,25152,15594,2541,16.0,Medium,34,47558,27,96,1001,981
Canada,University of Canada 989,989,99,994,995,979,47788,31161,16627,2093,22.8,Medium,19,42195,15,69,965,992
Spain,University of Spain 990,990,100,993,986,988,47808,34359,13449,2706,17.7,Medium,9,42322,52,66,1023,1006
United Kingdom,University of United Kingdom 991,991,100,983,994,1006,15039,10174,4865,1157,13.0,Medium,15,58665,40,95,944,963
China,University of China 992,992,100,1000,993,982,33024,19504,13520,1360,24.3,Medium,13,28026,38,78,1009,989
China,University of China 993,993,100,988,986,985,34450,26902,7548,2160,15.9,Medium,49,33698,30,76,1022,1002
France,University of France 994,994,100,984,979,1012,57322,39442,17880,2867,20.0,Medium,33,47287,66,79,953,984
Japan,University of Japan 995,995,100,998,1001,1005,20579,12941,7638,1936,10.6,Medium,48,26378,63,86,1015,981
Germany,University of Germany 996,996,100,1005,990,1005,21879,15561,6318,1381,15.8,Medium,8,7361,68,66,988,973
Canada,University of Canada 997,997,100,995,994,992,11359,6589,4770,920,12.3,Medium,32,13018,29,82,994,972
Brazil,University of Brazil 998,998,100,993,987,990,14776,10631,4145,690,21.4,Medium,8,44296,60,91,1016,986
Germany,University of Germany 999,999,100,997,997,982,39496,29681,9815,3028,13.0,Medium,49,51924,42,79,1038,1014
United Kingdom,University of United Kingdom 1000,1000,101,1006,998,997,48399,35300,13099,2761,17.5,Medium,19,18440,40,69,1049,1016
