university_id,world_rank,2023 RANK,university_name,country_code_iso,country,SIZE,FOCUS,RES.,AGE,STATUS,academic_reputation_score,Academic Reputation Rank,employer_reputation_score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,citations_per_faculty,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,overall_score,student_population,students_to_staff_ratio,international_students_count,gender_ratio,teaching_score,research_environment_score,research_quality_score,industry_impact_score,international_outlook_score,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,publications_count,Influence,citations_count,Score,Latitude,Longitude,city,region,university_type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,total_students,undergraduate_students,postgraduate_students,faculty_to_student_ratio,international_student_ratio,tuition_fee_usd,acceptance_rate,graduation_rate,Employability_Rank,qs_subject_rank,QS_Rank,THE_Rank,ARWU_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,web_pages,country_code,h_index,degree_level
11,17,16=,Princeton University,US,United States,M,CO,VH,5,B,99.8,10,97.5,23,64.5,216,100,2,16.7,640,57.5,261,52.5,298,94.6,27,79.3,155,87,7753,7.3,23%,47:53:00,96.3,97.9,98.8,95.1,89.1,4,15,4,146,99,28,27,91.9,39.7837304,-100.445882,Princeton,North America,Private,Very High,8,"1,050",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,97.26666667,47,53,"Languages, Literature & Linguistics,Biological Sciences,Other Health,Psychology,Sociology,Mechanical & Aerospace Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Architecture,Agriculture & Forestry,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",99.9,100,8378,5321,3057,7.8,23,59710,4,96,14,13,25,4,7,5,15,6,79,http://www.princeton.edu/,US,176,Undergraduate & Postgraduate
12,19,41,The University of Sydney,AU,Australia,XL,FC,VH,5,A,96,31,87.7,57,11.8,701+,93.5,63,99.5,89,100,13,91.9,70,88.1,42,99.7,7,86.7,57414,23.1,51%,58:42:00,52.6,68.9,92,97.7,90.2,105,198,166,381,388,103,46,75,39.7837304,-3.2765753,Sydney,Oceania,Public,Very High,13,"3,571",21,54,57.36819048,33.99047619,250.1428571,519.8125,23.5,86.2,58,42,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",64.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,195,636,119.5,39,http://sydney.edu.au/,AU,357,Undergraduate & Postgraduate
13,21,34=,University of Toronto,CA,Canada,XL,FC,VH,5,A,99.7,11,96,33,54.2,283,57.2,226,95.7,145,96.4,80,95.5,46,96.4,22,99.9,2,86.3,79282,25.8,27%,56:44:00,77.5,94.1,92.8,96.1,90.7,86,157,23,2,2,16,7,88.7,61.0666922,-107.991707,Toronto,North America,Public,Very high,8,"9,881",23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,94.33333333,56,44,"Politics & International Studies (incl Development Studies),Law,Education,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Chemistry,Communication & Media Studies,Archaeology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Sport Science,Sociology,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Architecture",82.2,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207,159,22,3,http://www.utoronto.ca/,CA,566,Undergraduate & Postgraduate
14,23,22,Columbia University,US,United States,XL,FC,VH,5,B,99.6,12,98.3,16,100,15,40.7,339,56.1,332,96.8,76,97.6,25,99.9,10,94.2,64=,85.9,25914,5.2,35%,Unknown,88.6,89.7,97.4,75.2,86.9,16,13,8,20,14,10,10,91.4,39.7837304,-100.445882,New York City,North America,Private,Very High,4,"7,087",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,87.43333333,54,46,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",92.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,10,14,http://www.columbia.edu/,US,349,Undergraduate & Postgraduate
15,25,14,Tsinghua University,CN,China (Mainland),XL,FC,VH,4,A,99.1,16,96.9,27,93.9,67,98.9,22,9.4,701+,15.7,603,47.8,328,82.2,47,55.8,271=,84.9,38518,11.2,10%,Unknown,95.3,98.1,93.2,99.9,51.7,586,109,304,22,41,96,108,81.6,30.047992,-94.3357433,Beijing,Asia,Public,Very High,6,"6,174",35,12,56.53822857,28.66857143,328.4,574.8823529,12,97.06666667,54,46,"Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Geography,Education,Other Health,Communication & Media Studies,Sociology,Accounting & Finance,Architecture,Chemistry,Chemical Engineering,History, Philosophy & Theology,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Business & Management,Medicine & Dentistry,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Computer Science,Archaeology,Politics & International Studies (incl Development Studies),Law,Biological Sciences",52.7,100,38289,16000,22289,11,9,5000,15,95,11,11,14,12,18,521,60,119.5,23,http://www.tsinghua.edu.cn/,CN,355,Undergraduate & Postgraduate
16,28,24,Johns Hopkins University,US,United States,L,FC,VH,5,B,87.3,51,59.7,134,100,8,89.4,77,64.4,300,91.4,111,98.1,21,74.5,60,84.6,122,84.5,15772,4.1,28%,56:44:00,84.4,92.3,97.2,100,84.2,24,159,17,8,6,12,3,88.9,39.7837304,-100.445882,Baltimore,North America,Private,Very High,3,"4,855",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,96.5,56,44,"Sociology,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Psychology,Biological Sciences,Art, Performing Arts & Design,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Economics & Econometrics,Chemical Engineering,Education,Languages, Literature & Linguistics,Chemistry,Other Health,Physics & Astronomy,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology",92.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,192,23,8,http://www.jhu.edu/,US,328,Undergraduate & Postgraduate
17,28,23,The University of Tokyo,JP,Japan,L,FC,VH,5,A,100,7,99.8,9,90.4,84,70,148,10.3,701+,29.2,427,70,196,99.8,11,99.7,5,84.3,26345,10.3,15%,Unknown,93.9,94.2,67.8,100,49.7,16,3,38,381,388,19,31,75,39.7837304,-3.2765753,Tokyo,Asia,Public,Very High,6,"4,473",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,87.33333333,54,46,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Computer Science,Communication & Media Studies,Archaeology,General Engineering,Geography,Business & Management,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Biological Sciences,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Veterinary Science,Electrical & Electronic Engineering,Medicine & Dentistry,History, Philosophy & Theology,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Architecture,Chemistry,Psychology",58.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,6,112,29,http://www.u-tokyo.ac.jp/,JP,396,Undergraduate & Postgraduate
18,30,31,McGill University,CA,Canada,XL,FC,VH,5,A,93.7,34,87.6,58,64,219,62.1,195,88.9,188,93.3,98,86.2,107,92.5,33,94.2,64=,83.7,30821,11.9,29%,61:39:00,62.3,72.3,88.8,76.1,92.5,68,86,65,44,36,53,39,85.6,61.0666922,-107.991707,Montreal,North America,Public,Very High,7,"3,876",23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,79.06666667,61,39,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",69,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,103,44,45,http://www.mcgill.ca/,CA,510,Undergraduate & Postgraduate
19,33,25,University of Michigan-Ann Arbor,US,United States,XL,FC,VH,5,A,98.3,22,89.9,48,82.2,127,56.2,231,67,292,27.6,445,95.4,48,94.3,29,83.7,126=,81.7,45783,8.1,16%,51:49:00,84.7,87.4,95.5,80.7,69,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Ann Arbor,North America,Public,Very High,6,"7,132",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,87.86666667,51,49,"Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Psychology,Sociology,Law,Computer Science,Chemical Engineering,Other Health,Archaeology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Medicine & Dentistry,Education,Accounting & Finance,Biological Sciences,Sport Science,Business & Management,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",84.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,325,Undergraduate & Postgraduate
20,34,47,University of British Columbia,CA,Canada,XL,FC,VH,5,A,98.2,24,93.5,43,44.4,354,57,227,96.4,134,74.1,189,96.3,37,60.1,99,99.9,3=,81.5,58987,19.4,34%,55:45:00,62.5,76.6,90.5,76.7,95,173,699,78,25,27,37,24,85.5,61.0666922,-107.991707,Vancouver,North America,Public,Very High,9,"6,201",23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,81.26666667,55,45,"Psychology,Geography,Biological Sciences,General Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Education,Civil Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Archaeology,Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Computer Science,Sport Science,Sociology,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology",80.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,593,85,32,http://www.ubc.ca/,CA,382,Undergraduate & Postgraduate
21,37,49,Technical University of Munich,DE,Germany,XL,FO,VH,5,A,83.9,59,98.2,19,88.8,89,59.6,210,76.5,243,97.3,71,86.7,103,25,330,84.8,120=,80,35506,44.4,39%,37 : 63,69.8,85.1,90,100,83.1,89,339,226,106,98,86,139,81,40.4203479,-79.1166983,Munich,Europe,Public,Very High,5,"6,663",9,31,59.47188889,32.65555556,234,257.5,23.5,91.7,37,63,"Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Civil Engineering,Physics & Astronomy,Computer Science,Mathematics & Statistics,Education,Sport Science,Architecture,General Engineering,Agriculture & Forestry,Sociology",71.2,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,356,141,84,Unknown,Unknown,550,Undergraduate & Postgraduate
22,38,48,Institut Polytechnique de Paris,FR,France,M,CO,VH,1,A,44.8,185,99.6,10,97.3,51,93.8,59,98.5,106,98.3,58,76.9,163,90.3,35,72.5,189=,79.5,6073,6.8,42%,25 : 75,71,61.6,70.8,98.8,97.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Palaiseau Cedex,Europe,Public,Very High,6,"1,057",9,58,54.70383333,38.41111111,373,207,23.5,77.06666667,25,75,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,9,226,344,Unknown,Unknown,258,Undergraduate & Postgraduate
23,41,29,Seoul National University,KR,South Korea,L,FC,VH,4,A,99,18,98.2,17,85.1,105,64.9,175,11.5,701+,14.5,631,36.9,401,100,8,73.8,181,78.5,28620,16.1,13%,Unknown,74.2,75.3,74.6,100,43.7,667,20,304,19,39,146,129,83.7,36.638392,127.6961188,Seoul,Asia,Public,Very High,7,"3,859",18,62,43.17502778,24.98333333,667.5,605,23.5,83.3,54,46,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",54.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,336,22,150,57,Unknown,Unknown,400,Undergraduate & Postgraduate
24,42,57,Monash University,AU,Australia,XL,FC,VH,4,A,88.4,49,75.2,84,9.6,701+,88.4,81,100,50,100,19,86.8,102,61,95,71.8,194=,78.2,58460,43.1,38%,56:44:00,55.3,67.8,94.7,99.7,91.1,455,405,304,56,59,100,101,80.6,-24.7761086,134.755,Melbourne,Oceania,Public,Very High,15,"3,852",21,54,57.36819048,33.99047619,250.1428571,519.8125,23.5,87.4,56,44,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",60.5,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,495,119.5,56,http://www.monash.edu/,AU,309,Undergraduate & Postgraduate
25,43,50=,The University of Queensland,AU,Australia,XL,FC,VH,5,A,87.1,52,73.7,89,21.6,635,87,84,100,41,100,22,95,53,44.4,163,73.1,187=,78.1,42847,39.1,42%,55:45:00,52.9,64.3,89.1,99.8,94,269,292,142,381,388,78,101,75,39.7837304,-3.2765753,Brisbane City,Oceania,Public,Very High,12,"3,513",21,54,57.36819048,33.99047619,250.1428571,519.8125,23.5,84.4,55,45,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",69,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,415,662,240,48,http://www.uq.edu.au/,AU,381,Undergraduate & Postgraduate
26,44,42=,Zhejiang University,CN,China (Mainland),XL,FC,VH,4,A,73.8,81,95.7,36,66.5,198,97.6,37,97.7,120,26.5,456,74.7,174,37.7,194,51.5,297=,77.8,48169,12,16%,Unknown,70.2,75.3,78.7,99,65.5,667,568,304,15,49,244,304,79.5,30.047992,-94.3357433,Hangzhou,Asia,Public,Very High,7,"6,065",35,12,56.53822857,28.66857143,328.4,574.8823529,12,84.33333333,54,46,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",44.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,370,119.5,37,http://www.zju.edu.cn/,CN,431,Undergraduate & Postgraduate
27,46,36,Kyoto University,JP,Japan,L,FC,VH,5,A,98.7,20,99.1,14,94.7,63,49.3,270,14.9,670,20.8,538,57.3,266,53.2,118,88.4,103=,76.3,21817,9,11%,25 : 75,85.4,84.3,60,100,45.7,25,29,24,29,45,48,101,87,36.5748441,139.2394179,Kyoto,Asia,Public,Very High,6,"3,911",37,29,35.23782432,24.98108108,1011.972973,567.8518519,23.5,81.43333333,25,75,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",46.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,33,64,75,http://www.kyoto-u.ac.jp/,JP,366,Undergraduate & Postgraduate
28,47,61=,Delft University of Technology,NL,Netherlands,L,CO,VH,5,A,73,84,79,73,36.9,428,84.9,95,100,66,89.3,121,91.4,72,42.1,170,98.4,18=,76.2,21262,15.9,30%,31 : 69,66.7,78.2,76.5,100,92.8,566,406,304,224,228,281,363,76.7,52.2434979,5.6343227,Delft,Europe,Public,Very High,10,"2,041",9,48,67.17744444,47.4,116.2222222,271,23.5,84.9,31,69,"Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Other Health,Geography,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design",29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260,422,119.5,221,http://www.tudelft.nl/,NL,158,Undergraduate & Postgraduate
29,47,32,Northwestern University,US,United States,L,FC,VH,5,B,83.8,60,60.2,132,98.9,39,70.3,147,48.2,364,44.2,327,79.2,152,97.7,19,78,162,76.2,18894,13.1,18%,52:48:00,72.3,78.8,97.8,99.7,75.9,129,18,44,52,28,36,34,87.5,39.7837304,-100.445882,Evanston,North America,Private,Very High,5,"3,652",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,92.1,52,48,"Computer Science,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Civil Engineering,Sociology,Education,General Engineering,History, Philosophy & Theology,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Chemistry,Other Health",95.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,17,47,31,http://www.northwestern.edu/,US,360,Undergraduate & Postgraduate
30,50,34=,Fudan University,CN,China (Mainland),XL,FC,VH,4,A,84.7,55,89.8,49,84.5,108,72.4,136,88.3,193,33,393,22.7,522,49.6,134,43.8,341,74.4,38101,12.6,9%,52:48:00,76.5,75.3,83.5,96,56.1,667,210,304,54,94,188,275,79.1,30.047992,-94.3357433,Shanghai,Asia,Public,Very High,6,"4,526",35,12,56.53822857,28.66857143,328.4,574.8823529,12,84.93333333,52,48,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",42.9,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334,101,119.5,63,http://www.fudan.edu.cn/,CN,226,Undergraduate & Postgraduate
31,51,46,Shanghai Jiao Tong University,CN,China (Mainland),XL,FC,VH,4,A,83.7,61,83.3,64,54.7,279,99.4,15,39.2,415,35.5,377,38.3,390,55.5,113,44.1,339=,74.3,38472,12.6,9%,37 : 63,76.6,82.5,75.4,100,60.6,619,236,304,17,52,203,167,80.2,30.047992,-94.3357433,Shanghai,Asia,Public,Very High,9,"4,386",35,12,56.53822857,28.66857143,328.4,574.8823529,12,85.96666667,37,63,"Medicine & Dentistry,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Chemistry,History, Philosophy & Theology,Education,Biological Sciences,Architecture,Chemical Engineering,Agriculture & Forestry,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Accounting & Finance,General Engineering,Psychology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",19.1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,162,119.5,36,https://en.sjtu.edu.cn/,CN,213,Undergraduate & Postgraduate
32,52,52,Carnegie Mellon University,US,United States,L,FC,VH,5,B,71.2,87,75.3,83,49.1,319,99.9,10,46.6,371,98.2,59,57.4,264,60,100,47.2,323=,73.7,13562,11.9,44%,44:56:00,75,84.6,98.9,87.3,85.5,34,145,21,318,228,221,129,81.9,39.7837304,-100.445882,Pittsburgh,North America,Private,Very High,9,"1,534",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,90.26666667,44,56,"Accounting & Finance,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Chemistry,Physics & Astronomy,Psychology,Architecture",95.7,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,121,38,220,http://www.cmu.edu/,US,241,Undergraduate & Postgraduate
33,53,58,University of Amsterdam,NL,Netherlands,XL,FC,VH,5,A,83.6,62,44.2,203,21.2,641,98.1,33,92.4,168,79.9,163,97.4,28,49.9,133,64.8,226=,73.4,28649,13.2,36%,60:40:00,55,63.1,96.7,77.6,93.2,175,872,298,79,62,82,85,80.6,52.2434979,5.6343227,Amsterdam,Europe,Public,Very High,11,"6,000",9,48,67.17744444,47.4,116.2222222,271,23.5,79.13333333,60,40,"Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Business & Management,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Geography",60.2,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,748,197,44,http://www.uva.nl/,NL,203,Undergraduate & Postgraduate
34,55,61=,University of Bristol,UK,United Kingdom,L,FC,VH,5,A,74.9,78,84.7,60,47.3,331,64.7,179,85.5,205,86.8,136,84.4,122,39.6,181,81.3,141,72.4,27335,14.8,31%,55:45:00,48.7,56.5,97.3,72.3,92.5,186,296,48,126,100,67,85,83.4,54.7023545,-3.2765753,Bristol,Europe,Public,Very High,8,"20,311",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,75.36666667,55,45,"Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Archaeology,Economics & Econometrics,Computer Science,Education,Psychology,Languages, Literature & Linguistics,Law,Sociology,History, Philosophy & Theology,Physics & Astronomy,Medicine & Dentistry,Civil Engineering,Chemistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Geography",80.9,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,386,76,101,https://www.bristol.ac.uk/,GB,486,Undergraduate & Postgraduate
