university_id,university_name,country,alias,normalized_alias
U000728,Georgia Institute of Technology,United States,Georgia Institute of Technology,georgia institute of technology
U000729,Georgia Southern University,United States,Georgia Southern University,georgia southern university
U000730,Georgia State University,United States,Georgia State University,georgia state university
U000731,Georgian Technical University,Georgia,Georgian Technical University,georgian technical university
U000732,German Jordanian University,Jordan,German Jordanian University,german jordanian university
U000733,German University in Cairo,Egypt,German University in Cairo,german university in cairo
U000734,Ghent University,Belgium,Ghent University,ghent university
U000735,Gheorghe Asachi Technical University of Iaşi,Romania,Gheorghe Asachi Technical University of Iaşi,gheorghe asachi technical university of iai
U000736,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,ghulam ishaq khan institute of engineering sciences and technology
U000737,Gifu University,Japan,Gifu University,gifu university
U000738,GITAM University,India,GITAM University,gitam university
U000739,GLA University,India,GLA University,gla university
U000740,Glasgow Caledonian University,United Kingdom,Glasgow Caledonian University,glasgow caledonian university
U000741,Glasgow School of Art,United Kingdom,Glasgow School of Art,glasgow school of art
U000742,Goa University,India,Goa University,goa university
U000743,Goethe University Frankfurt,Germany,Goethe University Frankfurt,goethe university frankfurt
U000744,Goethe-University Frankfurt am Main,Germany,Goethe University Frankfurt am Main,goethe university frankfurt am main
U000744,Goethe-University Frankfurt am Main,Germany,Goethe-University Frankfurt am Main,goetheuniversity frankfurt am main
U000745,"Goldsmiths, University of London",United Kingdom,Goldsmiths University of London,goldsmiths university of london
U000745,"Goldsmiths, University of London",United Kingdom,"Goldsmiths, University of London",goldsmiths university of london
U000746,Golestan University of Medical Sciences,Iran,Golestan University of Medical Sciences,golestan university of medical sciences
U000747,Gomal University,Pakistan,Gomal University,gomal university
U000748,Gomel State Medical University,Belarus,Gomel State Medical University,gomel state medical university
U000749,Gorgan University of Agricultural Sciences and Natural Resources,Iran,Gorgan University of Agricultural Sciences and Natural Resources,gorgan university of agricultural sciences and natural resources
U000750,Government College University Faisalabad,Pakistan,Government College University Faisalabad,government college university faisalabad
U000751,Government College University Lahore,Pakistan,Government College University Lahore,government college university lahore
U000752,Government College Women University Faisalabad,Pakistan,Government College Women University Faisalabad,government college women university faisalabad
U000753,"Government College Women University, Sialkot",Pakistan,Government College Women University Sialkot,government college women university sialkot
U000753,"Government College Women University, Sialkot",Pakistan,"Government College Women University, Sialkot",government college women university sialkot
U000754,Grand Valley State University,United States,Grand Valley State University,grand valley state university
U000755,Graphic Era University,India,Graphic Era University,graphic era university
U000756,Graz University of Technology,Austria,Graz University of Technology,graz university of technology
U000757,Greenwich University,Pakistan,Greenwich University,greenwich university
U000758,Gregory University Uturu,Nigeria,Gregory University Uturu,gregory university uturu
U000759,Grenoble Alpes University,France,Grenoble Alpes University,grenoble alpes university
U000760,Griffith University,Australia,Griffith University,griffith university
U000761,Grigore T. Popa University of Medicine and Pharmacy,Romania,Grigore T. Popa University of Medicine and Pharmacy,grigore t popa university of medicine and pharmacy
U000762,Grodno State Medical University,Belarus,Grodno State Medical University,grodno state medical university
U000763,Guangdong University of Technology,China,Guangdong University of Technology,guangdong university of technology
U000764,Guangxi University,China,Guangxi University,guangxi university
U000765,Guangzhou Medical University,China,Guangzhou Medical University,guangzhou medical university
U000766,Guangzhou University,China,Guangzhou University,guangzhou university
U000767,Gubkin Russian State University of Oil and Gas,Russian Federation,Gubkin Russian State University of Oil and Gas,gubkin russian state university of oil and gas
U000768,Guilan University of Medical Sciences,Iran,Guilan University of Medical Sciences,guilan university of medical sciences
U000769,Guildhall School of Music and Drama,United Kingdom,Guildhall School of Music and Drama,guildhall school of music and drama
U000770,Gulf College,Oman,Gulf College,gulf college
U000771,Gulf Medical University,United Arab Emirates,Gulf Medical University,gulf medical university
U000772,Gulf University for Science and Technology,Kuwait,Gulf University for Science and Technology,gulf university for science and technology
U000773,Gulistan State University,Uzbekistan,Gulistan State University,gulistan state university
U000774,Gunma University,Japan,Gunma University,gunma university
U000775,Guru Ghasidas Vishwavidyalaya,India,Guru Ghasidas Vishwavidyalaya,guru ghasidas vishwavidyalaya
U000776,Guru Gobind Singh Indraprastha University,India,Guru Gobind Singh Indraprastha University,guru gobind singh indraprastha university
U000777,Guru Jambheshwar University of Science and Technology,India,Guru Jambheshwar University of Science and Technology,guru jambheshwar university of science and technology
U000778,Gwangju Institute of Science and Technology (GIST),South Korea,Gwangju Institute of Science and Technology,gwangju institute of science and technology
U000778,Gwangju Institute of Science and Technology (GIST),South Korea,Gwangju Institute of Science and Technology (GIST),gwangju institute of science and technology gist
U000779,Gyeongsang National University,South Korea,Gyeongsang National University,gyeongsang national university
U000780,Hacettepe University ,Turkey,Hacettepe University,hacettepe university
U000781,Hagoromo University of International Studies,Japan,Hagoromo University of International Studies,hagoromo university of international studies
U000782,Hakim Sabzevari University,Iran,Hakim Sabzevari University,hakim sabzevari university
U000783,Hakuoh University,Japan,Hakuoh University,hakuoh university
U000784,Haliç University,Turkey,Haliç University,hali university
U000785,Hallym University ,South Korea,Hallym University,hallym university
U000786,Halmstad University,Sweden,Halmstad University,halmstad university
U000787,Hamad Bin Khalifa University,Qatar,Hamad Bin Khalifa University,hamad bin khalifa university
U000788,Hamamatsu University School of Medicine,Japan,Hamamatsu University School of Medicine,hamamatsu university school of medicine
U000789,Hamburg University of Technology,Germany,Hamburg University of Technology,hamburg university of technology
U000790,Häme University of Applied Sciences,Finland,Häme University of Applied Sciences,hme university of applied sciences
U000791,Hanoi University of Science and Technology,Vietnam,Hanoi University of Science and Technology,hanoi university of science and technology
U000792,Hanseo University,South Korea,Hanseo University,hanseo university
U000793,Hanyang University,South Korea,Hanyang University,hanyang university
U000794,Harbin Engineering University,China (Mainland),Harbin Engineering University,harbin engineering university
U000795,Harbin Institute of Technology,China (Mainland),Harbin Institute of Technology,harbin institute of technology
U000796,Harokopio University,Greece,Harokopio University,harokopio university
U000797,Harokopio University of Athens,Greece,Harokopio University of Athens,harokopio university of athens
U000798,Harper Adams University,United Kingdom,Harper Adams University,harper adams university
U000799,Hartpury University,United Kingdom,Hartpury University,hartpury university
U000800,Harvard University,United States,Harvard University,harvard university
U000801,Hasanuddin University,Indonesia,Hasanuddin University,hasanuddin university
U000802,Hasselt University ,Belgium,Hasselt University,hasselt university
U000803,Hassiba Benbouali University of Chlef,Algeria,Hassiba Benbouali University of Chlef,hassiba benbouali university of chlef
U000804,Hawler Medical University,Iraq,Hawler Medical University,hawler medical university
U000805,Hazara University Mansehra,Pakistan,Hazara University Mansehra,hazara university mansehra
U000806,Health Sciences University of Hokkaido,Japan,Health Sciences University of Hokkaido,health sciences university of hokkaido
U000807,Hebrew University of Jerusalem,Israel,Hebrew University of Jerusalem,hebrew university of jerusalem
U000808,HEC Paris School of Management,France,HEC Paris School of Management,hec paris school of management
U000809,Heinrich Heine University Düsseldorf,Germany,Heinrich Heine University Düsseldorf,heinrich heine university dsseldorf
U000810,Hellenic Open University,Greece,Hellenic Open University,hellenic open university
U000811,Helwan University ,Egypt,Helwan University,helwan university
U000812,Heriot-Watt University,United Kingdom,Heriot Watt University,heriot watt university
U000812,Heriot-Watt University,United Kingdom,Heriot-Watt University,heriotwatt university
