university_id,university_name,world_rank,national_rank,overall_score,year,country,region,city,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
106188,Boston Royal University,99,7,90.3,2026,United States,North America,Boston,86,87.6,90.6,Private,90006,Business,1350090,761.47,86.2,149,2.34,22602,4150,18.36,3105,7.28,61:39:00,61,39,Both,14541,8061,503.6,98,2,74.8,74.5,74.1,21.13
106189,Beijing International University,91,6,88.9,2026,China,Asia,Beijing,89.8,86.2,83.9,Public,110974,Arts & Humanities,1775584,305.35,95,258,6.79,47716,970,2.03,3674,12.99,43:57:00,43,57,Undergraduate,41322,6394,501.4,114,10,74.8,74.4,74.5,21.9
106190,Singapore Royal University,83,5,92.1,2026,Singapore,Asia,Singapore,88.5,85,84.9,Private,50040,Medicine,1551240,288.12,96.3,129,5.32,25212,6951,27.57,1488,16.94,61:39:00,61,39,Postgraduate,17816,7396,517.7,110,8,74.3,74.4,74.1,23.04
106191,Nanjing International University,82,5,91.6,2026,China,Asia,Nanjing,92.5,90.2,91.1,Public,107589,Natural Sciences,2366958,996.61,88.4,200,4.7,34056,6672,19.59,513,66.39,54:46:00,54,46,Postgraduate,24750,9306,501.4,114,10,74.8,74.4,74.5,21.9
106192,Kyoto Royal University,71,1,92.1,2026,Japan,Asia,Kyoto,90.7,96.6,89.2,Public,21097,Engineering,738395,214.96,92.9,429,1.79,10785,4374,40.56,1065,10.13,56:44:00,56,44,Postgraduate,7663,3122,514.4,79,57,74,73.5,74.3,20.45
106193,Cambridge International University,258,5,88.9,2026,United States,North America,Cambridge,89.2,92.3,82.7,Public,83598,Business,2340744,2844.16,91.6,319,7.13,58853,3512,5.97,360,163.48,54:46:00,54,46,Both,44746,14107,503.6,98,2,74.8,74.5,74.1,21.13
106194,Montreal Technical University,98,5,91.1,2026,Canada,North America,Montreal,92.5,91.5,97.6,Public,71350,Arts & Humanities,1926450,1116.78,88.1,313,2.57,12600,4684,37.17,5554,2.27,36:64,36,64,Both,9537,3063,522.6,110,4,73.7,74,74.7,24.9
106195,Delhi Metropolitan University,90,4,92.2,2026,India,Asia,Delhi,96.9,94.9,91.7,Private,108981,Business,4468221,1336.99,86.6,298,0.92,64910,28556,43.99,351,184.93,52:48:00,52,48,Undergraduate,57213,7697,502.9,89,18,75,74.8,75.9,23.58
106196,Berlin Royal University,86,4,91.4,2026,Germany,Europe,Berlin,87.2,91.5,94.5,Public,18616,Arts & Humanities,800488,416.92,91.4,400,6.91,58022,5263,9.07,2960,19.6,41:59:00,41,59,Both,44824,13198,451.3,94,11,77.4,77,77,22.22
106197,Berlin State University,83,3,88.2,2026,Germany,Europe,Berlin,90.3,81,91.4,Private,37470,Engineering,599520,88.69,91,332,4.23,55680,8258,14.83,3288,16.93,54:46:00,54,46,Both,39076,16604,451.3,94,11,77.4,77,77,22.22
106198,Montreal National University,69,3,89.5,2026,Canada,North America,Montreal,84.5,82.3,88.1,Public,45623,Social Sciences,2007412,278.92,86.2,377,7.96,30334,7875,25.96,4354,6.97,55:45:00,55,45,Postgraduate,24939,5395,522.6,110,4,73.7,74,74.7,24.9
106199,Kyoto Metropolitan University,74,3,91.2,2026,Japan,Asia,Kyoto,89.2,94.5,99.5,Public,109817,Medicine,3294510,558.39,90.4,197,3.21,55645,21153,38.01,3242,17.16,39:61,39,61,Postgraduate,48632,7013,514.4,79,57,74,73.5,74.3,20.45
106200,Melbourne National University,74,5,89.9,2026,Australia,Oceania,Melbourne,92.9,86.4,80.3,Private,7330,Medicine,249220,54.31,85.5,273,6.97,23405,8095,34.59,5328,4.39,35:65,35,65,Both,17547,5858,503.3,95,1,74.7,74.6,73.9,21.76
106201,Lyon Royal University,79,4,89.3,2026,France,Europe,Lyon,84.8,82.3,83.1,Public,102558,Engineering,2666508,431.82,85.4,415,2.33,25039,1910,7.63,2879,8.7,60:40:00,60,40,Both,18874,6165,512,113,3,74.4,74.4,74.2,21.8
106202,Mumbai State University,67,4,90.4,2026,India,Asia,Mumbai,94.4,91.3,90.1,Public,45093,Arts & Humanities,1127325,727.78,90.2,355,7.76,29353,12514,42.63,1323,22.19,55:45:00,55,45,Postgraduate,18547,10806,502.9,89,18,75,74.8,75.9,23.58
106203,London Royal University,61,3,88.1,2026,United Kingdom,Europe,London,83.2,83.5,81.3,Private,98666,Natural Sciences,1282658,261.93,82,443,7.07,67158,7929,11.81,3555,18.89,60:40:00,60,40,Postgraduate,60215,6943,470.3,98,5,76.5,76.6,75.7,23.33
106204,Kyoto Metropolitan University,1300.5,17,88.9,2026,Japan,Asia,Kyoto,86.8,84.4,85.1,Public,61618,Business,801034,288.76,83.1,84,1.04,55670,19971,35.87,4256,13.08,65:35:00,65,35,Both,36199,19471,514.4,79,57,74,73.5,74.3,20.45
106205,Brisbane Royal University,,,90.6,2026,Australia,Oceania,Brisbane,85.8,94.1,91.7,Private,52799,Arts & Humanities,686387,171.85,89.6,369,2.19,17360,2418,13.93,5123,3.39,51:49:00,51,49,Undergraduate,14991,2369,503.3,95,1,74.7,74.6,73.9,21.76
106206,Lyon Royal University,271,1,91.1,2026,France,Europe,Lyon,91.8,97.3,96.4,Private,119904,Computer Science,5275776,1465.49,92.2,364,7.15,65333,5054,7.74,1004,65.07,64:36:00,64,36,Both,51757,13576,512,113,3,74.4,74.4,74.2,21.8
106207,Shanghai International University,455.5,5,91.1,2026,China,Asia,Shanghai,86.7,99,99.3,Public,37423,Medicine,1646612,281.86,91,149,1.75,46152,5364,11.62,1824,25.3,52:48:00,52,48,Both,34685,11467,501.4,114,10,74.8,74.4,74.5,21.9
106208,Sydney International University,435.5,3,89.3,2026,Australia,Oceania,Sydney,94.1,95.7,89.9,Private,18651,Business,242463,322.42,92.7,269,0.84,52839,6950,13.15,4687,11.27,64:36:00,64,36,Both,31670,21169,503.3,95,1,74.7,74.6,73.9,21.76
106209,Shanghai Metropolitan University,448,2,90,2026,China,Asia,Shanghai,89.5,82.5,88.7,Public,102947,Medicine,3191357,2906.52,91.9,155,4.24,46717,528,1.13,2450,19.07,40:60,40,60,Undergraduate,35641,11076,501.4,114,10,74.8,74.4,74.5,21.9
106210,Boston Technical University,451,3,90.9,2026,United States,North America,Boston,95.2,86.3,84.6,Public,7642,Social Sciences,336248,76.75,86.9,384,4.02,60806,12194,20.05,2633,23.09,41:59:00,41,59,Undergraduate,37004,23802,503.6,98,2,74.8,74.5,74.1,21.13
106211,Brisbane State University,465,2,88.8,2026,Australia,Oceania,Brisbane,88.7,82.8,89.7,Public,87963,Medicine,2550927,634.87,83.9,262,2.79,15228,2828,18.57,2364,6.44,60:40:00,60,40,Both,11270,3958,503.3,95,1,74.7,74.6,73.9,21.76
106212,Singapore International University,515.5,2,87.7,2026,Singapore,Asia,Singapore,84.7,88,94.2,Private,44409,Medicine,399681,184.78,82.3,92,5.41,69610,10992,15.79,1534,45.38,62:38:00,62,38,Undergraduate,54570,15040,517.7,110,8,74.3,74.4,74.1,23.04
106213,Lyon Metropolitan University,478,2,88.7,2026,France,Europe,Lyon,85.2,87.6,89.3,Public,90610,Social Sciences,3352570,3831.51,88.5,156,0.57,69000,5016,7.27,3183,21.68,53:47:00,53,47,Undergraduate,46673,22327,512,113,3,74.4,74.4,74.2,21.8
106214,Osaka International University,431,4,87.6,2026,Japan,Asia,Osaka,83.3,87.5,93.8,Private,97251,Business,3306534,3827.01,89.3,249,6.58,28719,3454,12.03,1009,28.46,40:60,40,60,Postgraduate,20273,8446,514.4,79,57,74,73.5,74.3,20.45
106215,Stanford Royal University,401,4,89.7,2026,United States,North America,Stanford,86.5,83.3,97.7,Public,110171,Business,1762736,337.43,88,401,2.11,66741,11990,17.96,1783,37.43,58:42:00,58,42,Postgraduate,49228,17513,503.6,98,2,74.8,74.5,74.1,21.13
106216,Berlin Technical University,351,1,87.4,2026,Germany,Europe,Berlin,83.2,94,85.7,Private,14307,Arts & Humanities,529359,82.29,87.4,152,8,30039,6976,23.22,2382,12.61,41:59:00,41,59,Both,23219,6820,451.3,94,11,77.4,77,77,22.22
106217,Vancouver Royal University,648,24,88.7,2026,Canada,North America,Vancouver,89.9,88.3,80.7,Private,76336,Natural Sciences,1297712,282.3,90.1,415,3.05,36128,14409,39.88,3955,9.13,43:57:00,43,57,Both,30914,5214,522.6,110,4,73.7,74,74.7,24.9
106218,Melbourne National University,575.5,21,87.5,2026,Australia,Oceania,Melbourne,89.1,87,93.2,Private,61447,Natural Sciences,1351834,587.75,87.4,379,6.74,51516,2291,4.45,1378,37.38,49:51:00,49,51,Both,42467,9049,503.3,95,1,74.7,74.6,73.9,21.76
106219,Tokyo International University,575.5,20,87.9,2026,Japan,Asia,Tokyo,88,90.4,92.5,Public,104212,Business,1354756,190.6,81.7,185,5.22,15864,4853,30.59,5253,3.02,53:47:00,53,47,Both,9183,6681,514.4,79,57,74,73.5,74.3,20.45
106220,Brisbane State University,515.5,20,88.6,2026,Australia,Oceania,Brisbane,87.8,91.5,79.3,Private,116515,Social Sciences,3029390,511.81,83.3,355,6.06,46397,9269,19.98,5201,8.92,36:64,36,64,Postgraduate,25622,20775,503.3,95,1,74.7,74.6,73.9,21.76
106221,Montreal Technical University,535.5,21,87,2026,Canada,North America,Montreal,91.2,83.1,85.4,Public,18883,Arts & Humanities,321011,149.03,88.5,113,7.05,22708,7997,35.22,5125,4.43,37:63,37,63,Postgraduate,13475,9233,522.6,110,4,73.7,74,74.7,24.9
106222,Vancouver Technical University,565.5,24,87.9,2026,Canada,North America,Vancouver,87.5,94.8,82.4,Public,105939,Social Sciences,1483146,596.6,89.3,400,7.53,12251,3442,28.1,734,16.69,38:62,38,62,Postgraduate,9518,2733,522.6,110,4,73.7,74,74.7,24.9
106223,Singapore Royal University,595.5,23,90.7,2026,Singapore,Asia,Singapore,94.3,97.8,99.5,Public,37658,Computer Science,1129740,642.63,86,218,3.25,10375,251,2.42,2343,4.43,35:65,35,65,Postgraduate,8050,2325,517.7,110,8,74.3,74.4,74.1,23.04
106224,Beijing State University,673,27,89.7,2026,China,Asia,Beijing,89.7,82.6,86.6,Private,67829,Business,2984476,451.51,91.7,114,3.62,16514,5138,31.11,4075,4.05,37:63,37,63,Both,13603,2911,501.4,114,10,74.8,74.4,74.5,21.9
106225,Singapore State University,925.5,29,87.4,2026,Singapore,Asia,Singapore,87.8,79.9,96.2,Private,21577,Engineering,258924,81.73,89.4,392,6.59,25883,11248,43.46,2177,11.89,65:35:00,65,35,Postgraduate,21988,3895,517.7,110,8,74.3,74.4,74.1,23.04
106226,Singapore Royal University,975.5,30,90.5,2026,Singapore,Asia,Singapore,92.6,94.3,100,Public,17844,Natural Sciences,142752,27.97,95.5,338,5.4,59921,18325,30.58,2278,26.3,50:50:00,50,50,Postgraduate,35196,24725,517.7,110,8,74.3,74.4,74.1,23.04
106227,Singapore State University,975.5,26,89.4,2026,Singapore,Asia,Singapore,93.6,83.9,85.5,Private,47174,Computer Science,518914,146.71,90.6,320,6.62,56429,19361,34.31,5752,9.81,46:54:00,46,54,Postgraduate,48288,8141,517.7,110,8,74.3,74.4,74.1,23.04
106228,Brisbane International University,1451,48,88.2,2026,Australia,Oceania,Brisbane,84.6,84.8,93.6,Public,82316,Engineering,2387164,335.51,87.8,237,8.08,54059,11751,21.74,4090,13.22,51:49:00,51,49,Undergraduate,32845,21214,503.3,95,1,74.7,74.6,73.9,21.76
106229,Brisbane Royal University,1559,52,88.9,2026,Australia,Oceania,Brisbane,87.7,84.9,91.5,Private,99311,Computer Science,1092421,729.74,88.8,254,4.25,38385,2205,5.74,987,38.89,40:60,40,60,Undergraduate,28897,9488,503.3,95,1,74.7,74.6,73.9,21.76
106230,Shanghai Royal University,312,1,87.7,2026,China,Asia,Shanghai,88.4,83.4,88.5,Private,45432,Engineering,2044440,425.75,83.3,305,4.88,6234,2356,37.79,5365,1.16,61:39:00,61,39,Postgraduate,4239,1995,501.4,114,10,74.8,74.4,74.5,21.9
106231,Shanghai International University,360,1,89.7,2026,China,Asia,Shanghai,91.2,91.3,88.7,Public,32084,Medicine,481260,350.77,94.8,86,3.76,7050,2390,33.9,2791,2.53,58:42:00,58,42,Postgraduate,5672,1378,501.4,114,10,74.8,74.4,74.5,21.9
106232,Singapore Technical University,371,3,89.2,2026,Singapore,Asia,Singapore,87.1,84.4,87.2,Private,24049,Natural Sciences,889813,276.17,87.1,334,3.22,48465,13758,28.39,4684,10.35,55:45:00,55,45,Undergraduate,32359,16106,517.7,110,8,74.3,74.4,74.1,23.04
106233,Nanjing National University,734,14,87.7,2026,China,Asia,Nanjing,88.6,86.8,86,Private,58462,Arts & Humanities,2572328,339,82.2,82,8.47,8732,2876,32.94,1752,4.98,63:37:00,63,37,Undergraduate,7425,1307,501.4,114,10,74.8,74.4,74.5,21.9
106234,Lyon Royal University,733,11,86.6,2026,France,Europe,Lyon,85.8,80.3,92.1,Public,5973,Natural Sciences,143352,72.51,93.3,390,5.54,44673,10262,22.97,5151,8.67,58:42:00,58,42,Undergraduate,31808,12865,512,113,3,74.4,74.4,74.2,21.8
106235,Beijing Technical University,811,17,87.8,2026,China,Asia,Beijing,86.9,86.9,92.1,Public,55506,Social Sciences,1831698,1055.73,92.4,409,1.51,68317,18760,27.46,1652,41.35,54:46:00,54,46,Postgraduate,48040,20277,501.4,114,10,74.8,74.4,74.5,21.9
106236,Nanjing Technical University,799,41,88.1,2026,China,Asia,Nanjing,91.8,89.7,92.8,Private,5762,Medicine,195908,30.14,86.4,417,5.06,59140,9927,16.79,2476,23.89,36:64,36,64,Both,35077,24063,501.4,114,10,74.8,74.4,74.5,21.9
106237,Cambridge International University,810,39,89.2,2026,United Kingdom,Europe,Cambridge,90,87.9,95.4,Private,103879,Natural Sciences,1765943,1219.57,94,395,6.33,39637,955,2.41,5404,7.33,42:58:00,42,58,Undergraduate,25524,14113,470.3,98,5,76.5,76.6,75.7,23.33
106238,Kyoto State University,900,39,86.8,2026,Japan,Asia,Kyoto,86.9,91.7,83.7,Private,31366,Arts & Humanities,250928,52,90.5,136,7.8,31201,12042,38.59,3344,9.33,37:63,37,63,Postgraduate,24413,6788,514.4,79,57,74,73.5,74.3,20.45
106239,Kyoto International University,937,43,88.9,2026,Japan,Asia,Kyoto,88.3,96.2,87.8,Private,117820,Social Sciences,2238580,454.26,94.2,150,4.71,8402,1244,14.81,3197,2.63,61:39:00,61,39,Undergraduate,6395,2007,514.4,79,57,74,73.5,74.3,20.45
106240,Singapore Technical University,1102,53,88,2026,Singapore,Asia,Singapore,91.1,81.7,94.1,Private,87902,Medicine,1494334,1298.29,94.8,346,3.87,23652,4485,18.96,1711,13.82,65:35:00,65,35,Both,18183,5469,517.7,110,8,74.3,74.4,74.1,23.04
106241,Brisbane National University,1319,64,89.1,2026,Australia,Oceania,Brisbane,87.6,81.9,97.4,Public,18619,Social Sciences,390999,60.68,93.7,90,1.18,45889,13957,30.41,1491,30.78,64:36:00,64,36,Undergraduate,31853,14036,503.3,95,1,74.7,74.6,73.9,21.76
106242,Heidelberg Metropolitan University,1224,43,89.3,2026,Germany,Europe,Heidelberg,93.3,90.3,98.5,Public,51681,Natural Sciences,1550430,270.2,90.3,102,7.54,43029,6344,14.74,1251,34.4,59:41:00,59,41,Undergraduate,33909,9120,451.3,94,11,77.4,77,77,22.22
106243,Toronto State University,701,1,86.4,2026,Canada,North America,Toronto,87.6,86.4,91.4,Private,44029,Arts & Humanities,1408928,995.01,82.2,257,7.27,54234,3576,6.59,3920,13.84,40:60,40,60,Postgraduate,34219,20015,522.6,110,4,73.7,74,74.7,24.9
106244,Beijing Metropolitan University,675.5,1,89.8,2026,China,Asia,Beijing,91.4,88.5,82.5,Public,99818,Engineering,1996360,250.83,94.6,254,4.34,39672,2145,5.41,2373,16.72,62:38:00,62,38,Both,27298,12374,501.4,114,10,74.8,74.4,74.5,21.9
106245,Singapore Technical University,900.5,1,88.8,2026,Singapore,Asia,Singapore,84.7,88.3,92.4,Private,32094,Social Sciences,449316,451.12,82.1,257,6.76,50095,8673,17.31,1227,40.83,49:51:00,49,51,Both,34832,15263,517.7,110,8,74.3,74.4,74.1,23.04
106246,Nanjing Metropolitan University,900.5,1,87,2026,China,Asia,Nanjing,90.4,88.5,86.9,Public,10663,Engineering,298564,37.48,90.9,139,4.38,16870,3993,23.67,1055,15.99,58:42:00,58,42,Postgraduate,11918,4952,501.4,114,10,74.8,74.4,74.5,21.9
106247,Heidelberg State University,900.5,1,89.6,2026,Germany,Europe,Heidelberg,93.1,89,96.8,Private,16973,Computer Science,577082,266.8,88.5,80,2.97,5794,196,3.38,5521,1.05,63:37:00,63,37,Postgraduate,3713,2081,451.3,94,11,77.4,77,77,22.22
106248,Singapore State University,1100.5,3,86.8,2026,Singapore,Asia,Singapore,84.5,82.4,86.6,Private,99305,Social Sciences,3872895,1821.68,93.7,254,3.12,15823,5732,36.23,476,33.24,61:39:00,61,39,Postgraduate,14116,1707,517.7,110,8,74.3,74.4,74.1,23.04
106249,Lyon National University,1064,3,87.1,2026,France,Europe,Lyon,91.5,81.7,97,Private,27257,Arts & Humanities,872224,309.63,87.7,276,5.66,65682,29553,44.99,2757,23.82,60:40:00,60,40,Postgraduate,56046,9636,512,113,3,74.4,74.4,74.2,21.8
106250,Manchester Royal University,875.5,2,89,2026,United Kingdom,Europe,Manchester,85.7,89.7,85.8,Public,38183,Arts & Humanities,1107307,411.49,91.8,237,1.96,8614,772,8.96,1295,6.65,58:42:00,58,42,Both,4879,3735,470.3,98,5,76.5,76.6,75.7,23.33
106251,Boston Technical University,825.5,2,86.8,2026,United States,North America,Boston,83.3,79.7,95.6,Public,76007,Business,988091,152.13,85.1,429,1.06,15812,5419,34.27,3993,3.96,44:56:00,44,56,Undergraduate,10213,5599,503.6,98,2,74.8,74.5,74.1,21.13
106252,Lyon International University,785.5,2,85.6,2026,France,Europe,Lyon,83.9,90.2,82.1,Private,96919,Engineering,1356866,696.9,89.2,191,0.51,9634,3691,38.31,5582,1.73,62:38:00,62,38,Both,6231,3403,512,113,3,74.4,74.4,74.2,21.8
106253,Osaka State University,1155,3,86.7,2026,Japan,Asia,Osaka,89.7,81.3,93.6,Public,61802,Arts & Humanities,1545050,272.26,82.4,195,5.52,66518,20554,30.9,4268,15.59,39:61,39,61,Postgraduate,48805,17713,514.4,79,57,74,73.5,74.3,20.45
106254,Lyon Metropolitan University,1190,2,86.7,2026,France,Europe,Lyon,83.8,81.9,83,Private,108342,Natural Sciences,3250260,464.06,85.6,235,4.38,25959,7598,29.27,4238,6.13,42:58:00,42,58,Undergraduate,18389,7570,512,113,3,74.4,74.4,74.2,21.8
106255,Manchester Metropolitan University,1048,3,88.6,2026,United Kingdom,Europe,Manchester,85.6,82,89.3,Private,53288,Arts & Humanities,2184808,525.83,85.6,212,4,28927,7465,25.81,1498,19.31,46:54:00,46,54,Undergraduate,23687,5240,470.3,98,5,76.5,76.6,75.7,23.33
106256,Manchester Royal University,1300.5,3,85.6,2026,United Kingdom,Europe,Manchester,85.6,92.3,79.7,Public,98123,Computer Science,4023043,799.65,90.7,82,1.45,13099,2081,15.89,3204,4.09,51:49:00,51,49,Postgraduate,7919,5180,470.3,98,5,76.5,76.6,75.7,23.33
106257,Lyon State University,1300.5,3,87.9,2026,France,Europe,Lyon,89.4,83.2,87.6,Private,9672,Social Sciences,386880,118.24,83,286,6.1,24681,9544,38.67,3355,7.36,52:48:00,52,48,Undergraduate,19367,5314,512,113,3,74.4,74.4,74.2,21.8
106258,Heidelberg State University,970,72,87.1,2026,Germany,Europe,Heidelberg,86.1,79.4,94,Public,65841,Medicine,2238594,565.87,89.7,140,6.86,44198,2432,5.5,2164,20.42,57:43:00,57,43,Both,27029,17169,451.3,94,11,77.4,77,77,22.22
106259,Brisbane International University,1082,91,88.1,2026,Australia,Oceania,Brisbane,91.3,81.7,85.6,Public,94216,Medicine,1790104,3065.25,82.5,378,4.23,69558,151,0.22,921,75.52,53:47:00,53,47,Both,42316,27242,503.3,95,1,74.7,74.6,73.9,21.76
106260,Singapore Royal University,1206,95,87.1,2026,Singapore,Asia,Singapore,83.4,81.2,94.4,Private,13659,Arts & Humanities,109272,61.56,89.2,425,7.05,9932,4361,43.91,1578,6.29,42:58:00,42,58,Postgraduate,7901,2031,517.7,110,8,74.3,74.4,74.1,23.04
106261,Shanghai Technical University,1303,98,88.4,2026,China,Asia,Shanghai,85.2,81.8,80.3,Private,23742,Social Sciences,474840,118.44,90.4,263,5.6,41630,9024,21.68,4866,8.56,45:55:00,45,55,Undergraduate,31269,10361,501.4,114,10,74.8,74.4,74.5,21.9
106262,Cambridge Royal University,1199,74,86.6,2026,United States,North America,Cambridge,89,87.6,90.5,Public,88673,Natural Sciences,1064076,144.32,89.2,278,3.24,31404,8632,27.49,5146,6.1,58:42:00,58,42,Undergraduate,18059,13345,503.6,98,2,74.8,74.5,74.1,21.13
106263,Montreal Technical University,1428,92,88.3,2026,Canada,North America,Montreal,88,85,82.6,Private,51833,Natural Sciences,414664,77.28,87.5,139,4.04,65444,25870,39.53,1226,53.38,45:55:00,45,55,Both,57955,7489,522.6,110,4,73.7,74,74.7,24.9
106264,Nanjing National University,1244,64,87,2026,China,Asia,Nanjing,83.1,82.9,81.6,Private,118713,Business,3323964,555.48,81.4,388,1.12,52641,12669,24.07,1148,45.85,39:61,39,61,Both,40085,12556,501.4,114,10,74.8,74.4,74.5,21.9
106265,Montreal Royal University,1300.5,65,84.9,2026,Canada,North America,Montreal,85.9,78.4,90.7,Private,68376,Natural Sciences,1914528,419.85,83.1,372,2.45,7903,223,2.82,4951,1.6,56:44:00,56,44,Undergraduate,5321,2582,522.6,110,4,73.7,74,74.7,24.9
106266,Montreal Metropolitan University,1926,108,85.7,2026,Canada,North America,Montreal,85,91.4,84.1,Private,104054,Computer Science,3849998,862.26,89.3,126,3.23,62746,9381,14.95,558,112.45,58:42:00,58,42,Both,54503,8243,522.6,110,4,73.7,74,74.7,24.9
106267,Lyon International University,1913,98,87.5,2026,France,Europe,Lyon,83,86.8,93,Public,8937,Natural Sciences,277047,150.81,86.8,174,5.78,47197,8155,17.28,3111,15.17,42:58:00,42,58,Undergraduate,42160,5037,512,113,3,74.4,74.4,74.2,21.8
106268,Munich State University,1641,12,88,2026,Germany,Europe,Munich,84.1,91.8,89.7,Private,56909,Engineering,796726,116.29,86.3,116,5.38,39602,4845,12.23,5010,7.9,46:54:00,46,54,Postgraduate,25198,14404,451.3,94,11,77.4,77,77,22.22
106269,Hyderabad International University,985,74,88.4,2026,India,Asia,Hyderabad,89.5,93.8,97.6,Private,5113,Engineering,81808,20.49,88.6,214,5.42,60964,25613,42.01,1832,33.28,45:55:00,45,55,Undergraduate,48924,12040,502.9,89,18,75,74.8,75.9,23.58
106270,Singapore National University,900.5,47,86.5,2026,Singapore,Asia,Singapore,87.6,91.3,92,Private,75907,Medicine,3264001,3799.77,91,319,8.08,21909,8319,37.97,2616,8.38,47:53:00,47,53,Both,13552,8357,517.7,110,8,74.3,74.4,74.1,23.04
106271,Hyderabad Metropolitan University,900.5,45,87.5,2026,India,Asia,Hyderabad,84.3,83.8,85.3,Private,100437,Natural Sciences,4519665,576.86,90.5,339,2.4,29402,12051,40.99,4341,6.77,62:38:00,62,38,Undergraduate,20068,9334,502.9,89,18,75,74.8,75.9,23.58
106272,Berlin International University,900.5,42,84.6,2026,Germany,Europe,Berlin,89.5,83.6,91,Private,78448,Natural Sciences,1176720,1518.35,82.1,214,3.31,25727,2359,9.17,4573,5.63,60:40:00,60,40,Undergraduate,18723,7004,451.3,94,11,77.4,77,77,22.22
106273,Oxford State University,900.5,40,85.4,2026,United Kingdom,Europe,Oxford,86.5,79.1,92,Public,60309,Engineering,1266489,184.62,79.6,215,3.48,7010,460,6.56,1065,6.58,48:52:00,48,52,Undergraduate,4230,2780,470.3,98,5,76.5,76.6,75.7,23.33
106274,Berlin Technical University,1065,49,84.8,2026,Germany,Europe,Berlin,84,90.1,82.2,Public,85956,Social Sciences,3782064,1332.65,77.8,389,7.11,27845,9590,34.44,4622,6.02,59:41:00,59,41,Both,19622,8223,451.3,94,11,77.4,77,77,22.22
106275,Manchester Metropolitan University,1100.5,43,85.9,2026,United Kingdom,Europe,Manchester,84.2,90.1,93.9,Public,55483,Medicine,1830939,375.65,86.2,414,1.69,51967,13875,26.7,5990,8.68,63:37:00,63,37,Undergraduate,32500,19467,470.3,98,5,76.5,76.6,75.7,23.33
106276,Singapore National University,1300.5,52,85.6,2026,Singapore,Asia,Singapore,89.1,80.2,85.1,Public,48132,Engineering,1299564,558.71,80.8,327,2.49,21322,9094,42.65,1763,12.09,52:48:00,52,48,Undergraduate,15113,6209,517.7,110,8,74.3,74.4,74.1,23.04
106277,Sydney Metropolitan University,1300.5,47,87,2026,Australia,Oceania,Sydney,84.5,85.9,80.6,Public,89974,Business,1529558,629.19,88.4,108,5.75,28811,2084,7.23,4405,6.54,43:57:00,43,57,Undergraduate,17979,10832,503.3,95,1,74.7,74.6,73.9,21.76
106278,Cambridge State University,877,43,87.2,2026,United Kingdom,Europe,Cambridge,91.4,80.2,89.4,Public,73050,Natural Sciences,949650,126.28,84.6,449,3.8,56159,16700,29.74,4074,13.78,51:49:00,51,49,Both,43796,12363,470.3,98,5,76.5,76.6,75.7,23.33
106279,Singapore National University,905,52,87.2,2026,Singapore,Asia,Singapore,89.9,82.1,86.3,Public,77946,Arts & Humanities,3117840,536.36,80.8,322,8.11,14213,4632,32.59,3687,3.85,58:42:00,58,42,Undergraduate,11126,3087,517.7,110,8,74.3,74.4,74.1,23.04
106280,Heidelberg International University,1049,51,84.3,2026,Germany,Europe,Heidelberg,87,90.8,85.3,Public,100614,Arts & Humanities,1106754,1465.9,78.7,254,4,56754,14226,25.07,4654,12.19,36:64,36,64,Postgraduate,43174,13580,451.3,94,11,77.4,77,77,22.22
106281,Vancouver Metropolitan University,1043,48,87.6,2026,Canada,North America,Vancouver,88.4,89.2,91.9,Private,58640,Natural Sciences,2345600,367.88,81.3,92,1.05,48054,17303,36.01,2862,16.79,48:52:00,48,52,Postgraduate,27102,20952,522.6,110,4,73.7,74,74.7,24.9
106282,Paris State University,974,32,83.9,2026,France,Europe,Paris,82.2,79.7,75.7,Public,45336,Medicine,1768104,304.01,82,176,8.05,17684,2999,16.96,2477,7.14,49:51:00,49,51,Postgraduate,9879,7805,512,113,3,74.4,74.4,74.2,21.8
106283,Heidelberg Royal University,1010,33,84.9,2026,Germany,Europe,Heidelberg,81.8,92.1,79.8,Private,62371,Social Sciences,2744324,787.02,80.1,352,1.06,26460,1849,6.99,2334,11.34,49:51:00,49,51,Both,20022,6438,451.3,94,11,77.4,77,77,22.22
106284,Brisbane National University,1022,30,87.5,2026,Australia,Oceania,Brisbane,90.2,84.1,93.4,Private,8676,Computer Science,208224,30.59,83.5,290,5.14,67070,4892,7.29,5212,12.87,53:47:00,53,47,Postgraduate,56451,10619,503.3,95,1,74.7,74.6,73.9,21.76
106285,Berkeley National University,1369,98,84.6,2026,United States,North America,Berkeley,85.9,77.6,81.9,Public,11011,Computer Science,396396,113.58,81.9,117,3.64,23325,8127,34.84,874,26.69,38:62,38,62,Both,15426,7899,503.6,98,2,74.8,74.5,74.1,21.13
