university_id,university_name,world_rank,national_rank,year,country,region,city,overall_score,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
106641,Montreal National University,274,6,2026,Canada,North America,Montreal,80.79,69.8,59.4,68.2,Public,30868,Business,586492,214.6,64.4,366,2.74,64338,3983,6.19,4018,23.92,62,38,Both,48541,15797,522.6,110,4,73.7,74,74.7,24.9
106642,Singapore International University,296,9,2026,Singapore,Asia,Singapore,79.19,72.2,67.3,74.2,Private,82710,Computer Science,2150460,518.81,60.2,90,6.89,43204,7847,18.16,5392,22,41,59,Postgraduate,32528,10676,517.7,110,8,74.3,74.4,74.1,23.04
106643,Paris National University,990,11,2026,France,Europe,Paris,30.57,65.2,71.7,64.2,Public,35932,Engineering,1329484,454.52,71.2,355,1.76,55045,2254,4.09,2689,13.99,36,64,Both,48750,6295,512,113,3,74.4,74.4,74.2,21.8
106644,Toronto Royal University,122,11,2026,Canada,North America,Toronto,91.33,66.3,74.4,76.6,Public,60198,Social Sciences,2167128,1369.87,70.2,286,3.71,55001,7923,14.41,2548,25.38,41,59,Undergraduate,39873,15128,522.6,110,4,73.7,74,74.7,24.9
106645,Paris Technical University,779,10,2026,France,Europe,Paris,45.36,70.2,71.1,76.6,Private,119233,Business,1669262,1800.71,66.1,182,4.99,17125,5439,31.76,5750,9.32,60,40,Undergraduate,10750,6375,512,113,3,74.4,74.4,74.2,21.8
106646,Berkeley International University,94,103,2026,United States,North America,Berkeley,91.45,65.5,62.6,66.1,Private,71545,Medicine,1931715,335.19,73.6,258,5.73,67907,17400,25.62,4949,16.31,35,65,Both,59187,8720,503.6,98,2,74.8,74.5,74.1,21.13
106647,Cambridge International University,187,99,2026,United Kingdom,Europe,Cambridge,85.02,65.3,70.9,64,Private,118126,Natural Sciences,945008,138.91,67.9,149,8.15,46410,20559,44.3,5925,13.93,54,46,Undergraduate,31228,15182,470.3,98,5,76.5,76.6,75.7,23.33
106648,Shanghai State University,410,88,2026,China,Asia,Shanghai,69.63,70.9,68.2,71,Public,91531,Computer Science,915310,121.36,63.5,376,3.96,9405,1349,14.34,4831,27.27,57,43,Postgraduate,6712,2693,501.4,114,10,74.8,74.4,74.5,21.9
106649,Stanford International University,417,78,2026,United States,North America,Stanford,69.34,64.2,74.8,71.1,Private,86297,Computer Science,2847801,819.75,74.8,114,5,27912,296,1.06,2482,24.64,44,56,Both,23152,4760,503.6,98,2,74.8,74.5,74.1,21.13
106650,Lyon State University,753,83,2026,France,Europe,Lyon,45.72,68.8,67.7,72.7,Public,26258,Computer Science,525160,142.78,60.9,285,5.31,14386,498,3.46,5957,25.04,57,43,Undergraduate,9275,5111,512,113,3,74.4,74.4,74.2,21.8
106651,Tokyo Royal University,322,87,2026,Japan,Asia,Tokyo,75.81,64.7,73.9,58.4,Private,116280,Social Sciences,4069800,802.56,65.7,320,4.36,64668,2030,3.14,3716,6.59,63,37,Postgraduate,52047,12621,514.4,79,57,74,73.5,74.3,20.45
106652,Singapore National University,54,88,2026,Singapore,Asia,Singapore,94.55,66,76.1,69.6,Private,82263,Medicine,658104,315.18,74.2,212,7.18,40197,16999,42.29,3726,20.94,55,45,Postgraduate,34652,5545,517.7,110,8,74.3,74.4,74.1,23.04
106653,Vancouver International University,597,92,2026,Canada,North America,Vancouver,56.46,68,67.1,76.3,Private,67128,Computer Science,1141176,210.51,66.6,291,1.97,30376,13544,44.59,3600,8.11,65,35,Undergraduate,20818,9558,522.6,110,4,73.7,74,74.7,24.9
106654,Kyoto Royal University,259,88,2026,Japan,Asia,Kyoto,80.2,64.5,72.3,62.8,Public,16408,Computer Science,541464,72.5,72.9,345,1.85,7898,3411,43.19,843,27.7,51,49,Both,7020,878,514.4,79,57,74,73.5,74.3,20.45
106655,Manchester State University,829,91,2026,United Kingdom,Europe,Manchester,40.24,68.9,74.3,73.8,Public,113513,Engineering,3518903,541.45,63.2,435,2.17,63705,27362,42.95,801,24.85,58,42,Undergraduate,41190,22515,470.3,98,5,76.5,76.6,75.7,23.33
106656,Vancouver National University,631,41,2026,Canada,North America,Vancouver,55.1,70.6,61.7,68.8,Private,24923,Engineering,971997,172.74,60.5,362,4.47,20435,1144,5.6,5026,9.49,55,45,Both,16156,4279,522.6,110,4,73.7,74,74.7,24.9
106657,London State University,816,41,2026,United Kingdom,Europe,London,42.15,62.2,68.2,55.5,Private,108854,Engineering,3265620,835.62,59,284,6.79,35982,1217,3.38,3471,26.91,59,41,Both,19990,15992,470.3,98,5,76.5,76.6,75.7,23.33
106658,Singapore Royal University,914,35,2026,Singapore,Asia,Singapore,35.41,64.9,67.6,59.8,Public,85274,Natural Sciences,1023288,404.78,70.7,290,6.68,43819,14216,32.44,4390,14.58,36,64,Undergraduate,35648,8171,517.7,110,8,74.3,74.4,74.1,23.04
106659,Toronto Technical University,882,41,2026,Canada,North America,Toronto,37.53,70.1,72.4,70,Private,67125,Natural Sciences,1812375,1499.07,60,423,5.29,41453,12426,29.98,5903,18.42,58,42,Both,28576,12877,522.6,110,4,73.7,74,74.7,24.9
106660,Heidelberg Metropolitan University,14,48,2026,Germany,Europe,Heidelberg,98.15,72.7,71.3,63.3,Public,88143,Medicine,969573,530.11,67,405,2.79,45922,13088,28.5,2222,20.92,40,60,Undergraduate,33941,11981,451.3,94,11,77.4,77,77,22.22
106661,Toronto Metropolitan University,834,52,2026,Canada,North America,Toronto,40.67,64.8,69.1,71.6,Public,24144,Social Sciences,434592,172.18,64.3,398,2.42,46485,10789,23.21,2979,13.85,42,58,Postgraduate,30057,16428,522.6,110,4,73.7,74,74.7,24.9
106662,Toronto International University,30,57,2026,Canada,North America,Toronto,96.85,69.2,65.7,75.4,Private,6136,Business,269984,67.85,72.2,302,6.28,31041,8209,26.45,5302,8.25,37,63,Both,26189,4852,522.6,110,4,73.7,74,74.7,24.9
106663,Manchester International University,194,47,2026,United Kingdom,Europe,Manchester,85.57,67.4,60.9,59.6,Private,55757,Engineering,1282411,164.03,71.3,98,4.42,31570,8361,26.48,672,23.28,40,60,Both,26452,5118,470.3,98,5,76.5,76.6,75.7,23.33
106664,Nanjing Technical University,763,44,2026,China,Asia,Nanjing,45.8,60.6,59.4,70.7,Private,85529,Arts & Humanities,2565870,1704.9,66,364,4.69,40986,7115,17.36,2739,8.89,56,44,Postgraduate,26063,14923,501.4,114,10,74.8,74.4,74.5,21.9
106665,Toronto Royal University,978,52,2026,Canada,North America,Toronto,30.59,67.9,74.8,74.7,Public,45998,Computer Science,919960,188.75,66.1,348,6.84,7916,1155,14.59,4508,27.69,43,57,Postgraduate,4393,3523,522.6,110,4,73.7,74,74.7,24.9
106666,Lyon Metropolitan University,767,25,2026,France,Europe,Lyon,45.9,67.1,63.5,71.1,Public,97887,Business,1370418,1165.32,71.6,85,1.67,27021,12069,44.67,5265,12.91,46,54,Postgraduate,18549,8472,512,113,3,74.4,74.4,74.2,21.8
106667,Sydney Royal University,870,28,2026,Australia,Oceania,Sydney,38.63,66.7,62.9,64.5,Private,102276,Social Sciences,2556900,702.83,69.3,136,8.08,18489,4974,26.9,4979,26.26,37,63,Postgraduate,13017,5472,503.3,95,1,74.7,74.6,73.9,21.76
106668,Mumbai Technical University,881,33,2026,India,Asia,Mumbai,37.76,69.6,69.9,74.2,Public,43179,Medicine,1424907,268.8,69.7,138,8.23,31794,3122,9.82,4308,8.56,43,57,Both,20164,11630,502.9,89,18,75,74.8,75.9,23.58
106669,Lyon State University,895,40,2026,France,Europe,Lyon,36.64,65.2,68.7,64.8,Private,30401,Business,760025,141.45,66.5,282,5.99,62496,12166,19.47,1433,7.18,50,50,Undergraduate,47828,14668,512,113,3,74.4,74.4,74.2,21.8
106670,Lyon Technical University,101,53,2026,France,Europe,Lyon,91.96,63.7,64.4,65.3,Public,53864,Business,969552,467.7,68.7,421,0.53,63856,8779,13.75,5562,21.17,62,38,Postgraduate,47314,16542,512,113,3,74.4,74.4,74.2,21.8
106671,Hyderabad State University,200,54,2026,India,Asia,Hyderabad,85.01,64.3,59.1,65.5,Private,71140,Medicine,569120,180.1,65.5,140,8.23,51723,7848,15.17,3989,14.11,42,58,Postgraduate,38853,12870,502.9,89,18,75,74.8,75.9,23.58
106672,Nanjing Royal University,581,6,2026,China,Asia,Nanjing,59.3,65.6,60.6,75,Private,31955,Engineering,1246245,1269.09,69.3,425,6.63,29652,9097,30.68,5848,29.08,52,48,Both,17320,12332,501.4,114,10,74.8,74.4,74.5,21.9
106673,Munich Technical University,836,7,2026,Germany,Europe,Munich,41.43,64.1,73.4,73.1,Private,23643,Engineering,922077,191.46,61,368,6.22,36157,12493,34.55,2048,24.58,62,38,Postgraduate,21084,15073,451.3,94,11,77.4,77,77,22.22
106674,Shanghai Technical University,432,45,2026,China,Asia,Shanghai,68.95,60.6,70.2,71.7,Private,22522,Arts & Humanities,810792,124.37,66.8,282,6.19,53565,21817,40.73,1053,29.44,40,60,Undergraduate,40681,12884,501.4,114,10,74.8,74.4,74.5,21.9
106675,Montreal Metropolitan University,354,42,2026,Canada,North America,Montreal,74.47,69.9,73.4,59.2,Public,71345,Business,2497075,1163.6,60.8,349,1.57,65933,13733,20.83,5245,24.14,59,41,Postgraduate,52718,13215,522.6,110,4,73.7,74,74.7,24.9
106676,Berlin State University,908,40,2026,Germany,Europe,Berlin,35.73,68.2,61.1,66.5,Public,74278,Computer Science,2451174,336.42,61,203,2.34,60166,7129,11.85,4356,25.33,48,52,Undergraduate,40084,20082,451.3,94,11,77.4,77,77,22.22
106677,Heidelberg Metropolitan University,488,38,2026,Germany,Europe,Heidelberg,65.17,65.3,62.7,59.7,Private,11375,Business,318500,104.26,72.2,368,6.5,32265,9373,29.05,3598,22.45,51,49,Postgraduate,18627,13638,451.3,94,11,77.4,77,77,22.22
106678,Brisbane Royal University,288,38,2026,Australia,Oceania,Brisbane,79.17,63.8,64.5,58.6,Public,90294,Medicine,1625292,217.98,68.1,330,3.23,41000,13661,33.32,1902,28.93,63,37,Undergraduate,33698,7302,503.3,95,1,74.7,74.6,73.9,21.76
106679,Osaka State University,319,38,2026,Japan,Asia,Osaka,77,67.4,59.6,61.6,Private,99362,Computer Science,4471290,1029.07,63,412,1.27,68097,28025,41.15,4573,15.01,40,60,Postgraduate,55478,12619,514.4,79,57,74,73.5,74.3,20.45
106680,New York Technical University,675,40,2026,United States,North America,New York,52.04,62.7,59.9,64.9,Private,66757,Arts & Humanities,1935953,3320.67,72.9,156,7.35,47167,9192,19.49,5731,21.21,43,57,Postgraduate,33968,13199,503.6,98,2,74.8,74.5,74.1,21.13
106681,Kyoto International University,250,40,2026,Japan,Asia,Kyoto,81.79,60.7,69.5,70.3,Public,40696,Arts & Humanities,488352,164.04,59.6,308,5.88,35156,12864,36.59,715,15.24,40,60,Undergraduate,27158,7998,514.4,79,57,74,73.5,74.3,20.45
106682,New York National University,909,37,2026,United States,North America,New York,35.72,64.4,65.2,59,Private,107269,Business,4719836,1016.77,67.9,146,4.78,62725,17789,28.36,2833,9.17,61,39,Both,39121,23604,503.6,98,2,74.8,74.5,74.1,21.13
106683,Edinburgh International University,527,37,2026,United Kingdom,Europe,Edinburgh,62.46,66.4,70.2,56.8,Public,67525,Natural Sciences,2093275,297.76,67.1,325,7.17,15267,2660,17.42,542,17.5,58,42,Postgraduate,12987,2280,470.3,98,5,76.5,76.6,75.7,23.33
106684,Berlin Metropolitan University,645,35,2026,Germany,Europe,Berlin,54.24,59.7,58.5,58.5,Private,63005,Arts & Humanities,1512120,1008.75,61.7,226,8.43,26016,3116,11.98,488,8.37,55,45,Undergraduate,17954,8062,451.3,94,11,77.4,77,77,22.22
106685,Heidelberg International University,731,121,2026,Germany,Europe,Heidelberg,46.5,67.3,60.2,60.3,Public,74022,Medicine,2812836,1074.42,70.4,179,3.93,25739,10881,42.27,3039,7.77,38,62,Both,16691,9048,451.3,94,11,77.4,77,77,22.22
106686,Berkeley International University,459,168,2026,United States,North America,Berkeley,64.6,62.2,73.3,58,Private,53908,Natural Sciences,646896,597.32,65.4,323,3.93,15592,3537,22.68,1461,19.59,62,38,Both,13362,2230,503.6,98,2,74.8,74.5,74.1,21.13
106687,Chennai State University,729,167,2026,India,Asia,Chennai,45.72,69.6,68.3,68.4,Public,36203,Arts & Humanities,1303308,214.96,71.9,175,2.67,46837,5459,11.66,326,7.15,35,65,Undergraduate,32552,14285,502.9,89,18,75,74.8,75.9,23.58
106688,Tokyo State University,12,171,2026,Japan,Asia,Tokyo,95.83,65.1,64.2,71.1,Public,71414,Medicine,2428076,415.98,73,373,7.44,50162,1247,2.49,2004,5.9,65,35,Undergraduate,34542,15620,514.4,79,57,74,73.5,74.3,20.45
106689,Stanford Metropolitan University,839,164,2026,United States,North America,Stanford,38.08,69.1,60.6,64.2,Public,33780,Computer Science,945840,1611.31,67.9,158,5.09,33861,6455,19.06,5614,7.82,43,57,Undergraduate,24799,9062,503.6,98,2,74.8,74.5,74.1,21.13
106690,New York Technical University,741,166,2026,United States,North America,New York,44.9,66.2,61.8,65.1,Public,22190,Natural Sciences,954170,209.06,58.8,109,5.1,41911,787,1.88,3326,26.49,39,61,Postgraduate,25921,15990,503.6,98,2,74.8,74.5,74.1,21.13
106691,Nanjing National University,657,178,2026,China,Asia,Nanjing,50.54,59.1,70,63.4,Public,82629,Social Sciences,3057273,673.26,62.9,344,2.77,56827,15602,27.46,4378,10.89,64,36,Both,38793,18034,501.4,114,10,74.8,74.4,74.5,21.9
106692,Shanghai Metropolitan University,139,173,2026,China,Asia,Shanghai,86.9,69.6,60.8,70.2,Private,83059,Business,1578121,1191.93,61.9,380,1.92,40407,12327,30.51,2332,7.86,62,38,Postgraduate,26513,13894,501.4,114,10,74.8,74.4,74.5,21.9
106693,Lyon Royal University,505,161,2026,France,Europe,Lyon,61.52,62.4,61.5,54.6,Public,52681,Computer Science,790215,131.24,71.1,352,5.71,41134,11763,28.6,4138,22.64,65,35,Undergraduate,24185,16949,512,113,3,74.4,74.4,74.2,21.8
106694,Paris Technical University,719,170,2026,France,Europe,Paris,46.36,66.5,68.3,75.1,Private,8436,Engineering,126540,19.67,69.8,119,8.3,68394,9796,14.32,410,14.36,64,36,Undergraduate,41034,27360,512,113,3,74.4,74.4,74.2,21.8
106695,Lyon State University,602,118,2026,France,Europe,Lyon,55.59,64.2,66.9,57.1,Private,33323,Business,1399566,694.57,68,112,6.94,28420,11661,41.03,5255,24.81,36,64,Undergraduate,21952,6468,512,113,3,74.4,74.4,74.2,21.8
106696,Chennai Royal University,453,193,2026,India,Asia,Chennai,64.52,66.6,62.7,68.6,Private,68946,Medicine,2206272,2869.01,70.2,403,7.68,40142,17551,43.72,5542,21.87,53,47,Postgraduate,31909,8233,502.9,89,18,75,74.8,75.9,23.58
106697,Singapore Royal University,133,220,2026,Singapore,Asia,Singapore,86.38,63.1,64.4,64.4,Private,23855,Engineering,310115,328.86,67.1,253,6,39562,12101,30.59,3294,6.95,44,56,Undergraduate,27744,11818,517.7,110,8,74.3,74.4,74.1,23.04
106698,Sydney National University,359,218,2026,Australia,Oceania,Sydney,70.6,59.8,64.9,65.4,Public,70171,Business,2806840,528.2,60.5,290,7.12,66230,25494,38.49,685,21.35,62,38,Both,40811,25419,503.3,95,1,74.7,74.6,73.9,21.76
106699,Tokyo International University,429,66,2026,Japan,Asia,Tokyo,68.74,69.4,67.7,64,Private,50853,Natural Sciences,1220472,182.24,59.9,247,6.21,69324,30069,43.37,1846,10.14,59,41,Undergraduate,61733,7591,514.4,79,57,74,73.5,74.3,20.45
106700,Sydney State University,147,44,2026,Australia,Oceania,Sydney,88.92,65.6,66.4,57.6,Private,33313,Natural Sciences,1132642,154.92,67.5,422,7.37,11535,4435,38.45,4248,28.24,46,54,Undergraduate,8190,3345,503.3,95,1,74.7,74.6,73.9,21.76
106701,Montreal Royal University,992,44,2026,Canada,North America,Montreal,29.77,63.2,70.8,69,Public,70187,Natural Sciences,2737293,365.85,60.5,304,0.91,54762,5506,10.05,3533,7.37,53,47,Undergraduate,34628,20134,522.6,110,4,73.7,74,74.7,24.9
106702,Hyderabad Technical University,426,22,2026,India,Asia,Hyderabad,69.83,63.9,71.5,65.7,Public,62100,Business,1800900,2966.89,69.6,189,1.18,10165,3691,36.31,2401,8.52,43,57,Both,8560,1605,502.9,89,18,75,74.8,75.9,23.58
106703,Montreal International University,378,58,2026,Canada,North America,Montreal,72.47,62.7,70.9,66.9,Public,71756,Computer Science,2941996,480.25,68.2,104,2.48,35968,13287,36.94,3360,8.33,35,65,Both,30670,5298,522.6,110,4,73.7,74,74.7,24.9
106704,Berlin International University,864,246,2026,Germany,Europe,Berlin,34.69,62.6,70.5,59.3,Private,36574,Engineering,475462,72.97,68.5,88,1.81,60703,4136,6.81,5579,8.92,64,36,Undergraduate,49329,11374,451.3,94,11,77.4,77,77,22.22
106705,Montreal Metropolitan University,751,178,2026,Canada,North America,Montreal,43.96,66.3,63.4,59.1,Private,61526,Arts & Humanities,799838,156.13,58.1,189,4.86,16643,4286,25.75,2479,27.43,51,49,Undergraduate,13321,3322,522.6,110,4,73.7,74,74.7,24.9
106706,Brisbane International University,358,189,2026,Australia,Oceania,Brisbane,71.25,65.9,62.5,63.5,Public,19785,Arts & Humanities,692475,92.81,57.5,250,4.54,58938,26491,44.95,998,10.45,43,57,Both,38772,20166,503.3,95,1,74.7,74.6,73.9,21.76
106707,Sydney International University,71,206,2026,Australia,Oceania,Sydney,91,67,69.1,54.2,Private,32349,Social Sciences,841074,306.29,57.8,175,2.72,48853,9257,18.95,1715,24,35,65,Undergraduate,39318,9535,503.3,95,1,74.7,74.6,73.9,21.76
106708,Sydney International University,518,190,2026,Australia,Oceania,Sydney,60.03,67.3,59.7,67.4,Private,46938,Arts & Humanities,1736706,251.99,67.3,376,2.04,33122,3836,11.58,1631,16.32,36,64,Both,19364,13758,503.3,95,1,74.7,74.6,73.9,21.76
106709,Paris Technical University,770,199,2026,France,Europe,Paris,42.21,61.6,59.1,56.5,Private,48431,Computer Science,2179395,784.52,67.2,289,7.55,7276,2938,40.38,311,11.77,55,45,Undergraduate,5267,2009,512,113,3,74.4,74.4,74.2,21.8
106710,London National University,594,178,2026,United Kingdom,Europe,London,54.95,67.5,64.7,58.7,Public,42154,Arts & Humanities,927388,195.53,69.2,124,5.75,61084,21743,35.6,2990,26.52,36,64,Both,34791,26293,470.3,98,5,76.5,76.6,75.7,23.33
106711,Nanjing Metropolitan University,388,174,2026,China,Asia,Nanjing,69.45,70.6,64.2,73.6,Public,33153,Medicine,1292967,237.77,73.2,270,7.27,32461,2419,7.45,1999,7.03,55,45,Postgraduate,19941,12520,501.4,114,10,74.8,74.4,74.5,21.9
106712,Munich National University,599,179,2026,Germany,Europe,Munich,54.58,65.6,57.9,58.6,Public,55716,Business,2507220,520.71,68.8,387,7.16,33163,13247,39.95,4921,28.99,63,37,Undergraduate,19882,13281,451.3,94,11,77.4,77,77,22.22
106713,Singapore Technical University,223,184,2026,Singapore,Asia,Singapore,80.8,65.7,69.9,67,Private,55274,Computer Science,1437124,655.62,65.4,214,4.75,40535,8429,20.79,1038,12.94,59,41,Both,34662,5873,517.7,110,8,74.3,74.4,74.1,23.04
106714,Hyderabad Technical University,714,136,2026,India,Asia,Hyderabad,47.39,63.2,67.6,69,Public,21122,Business,549172,205.45,58.8,414,2.12,37829,4724,12.49,790,25.28,39,61,Postgraduate,22133,15696,502.9,89,18,75,74.8,75.9,23.58
106715,Paris International University,680,43,2026,France,Europe,Paris,51.63,66.6,58.1,59.8,Private,106684,Medicine,3413888,2859.2,65.6,166,1.34,40555,16104,39.71,4533,6.03,50,50,Both,30395,10160,512,113,3,74.4,74.4,74.2,21.8
106716,Singapore State University,383,44,2026,Singapore,Asia,Singapore,72.4,61.1,64.6,73.7,Private,50116,Natural Sciences,952204,168.38,65.9,215,6.73,60591,18285,30.18,4188,20.14,44,56,Both,46858,13733,517.7,110,8,74.3,74.4,74.1,23.04
106717,Delhi International University,982,7,2026,India,Asia,Delhi,31.21,64.1,56.1,72.8,Private,119021,Business,2856504,1427.54,56.3,303,2.3,66143,18794,28.41,1884,26.47,51,49,Undergraduate,45578,20565,502.9,89,18,75,74.8,75.9,23.58
106718,Lyon Technical University,953,9,2026,France,Europe,Lyon,33.2,67,69.9,66.5,Private,87774,Computer Science,2545446,504.65,69.8,262,0.98,42142,5054,11.99,1418,10.56,54,46,Both,34515,7627,512,113,3,74.4,74.4,74.2,21.8
106719,Kyoto National University,768,9,2026,Japan,Asia,Kyoto,46.15,66.5,69.6,63.9,Public,38430,Engineering,1537200,427.47,65.9,247,6.15,10992,967,8.8,3036,5.35,60,40,Undergraduate,8699,2293,514.4,79,57,74,73.5,74.3,20.45
106720,Singapore State University,775,21,2026,Singapore,Asia,Singapore,45.42,61.9,62,72.7,Public,75949,Engineering,1898725,388.37,62.6,108,5.07,6697,578,8.63,1988,22.26,54,46,Undergraduate,5062,1635,517.7,110,8,74.3,74.4,74.1,23.04
106721,Sydney National University,857,17,2026,Australia,Oceania,Sydney,39.76,68.2,64.5,70.8,Public,17904,Medicine,769872,109.23,65.6,426,1.88,45775,12602,27.53,3543,21.09,36,64,Both,34691,11084,503.3,95,1,74.7,74.6,73.9,21.76
106722,Lyon Royal University,24,5,2026,France,Europe,Lyon,98.31,64.5,66.2,70.9,Private,80485,Engineering,1046305,169.11,70.4,413,6.18,10890,1383,12.7,1266,19.09,51,49,Undergraduate,8651,2239,512,113,3,74.4,74.4,74.2,21.8
106723,Singapore State University,280,5,2026,Singapore,Asia,Singapore,80.39,64.3,59.6,66.2,Public,112634,Social Sciences,3716922,1821.13,66.4,249,4.37,14081,4773,33.9,1211,23.64,41,59,Postgraduate,11391,2690,517.7,110,8,74.3,74.4,74.1,23.04
106724,Munich Royal University,311,4,2026,Germany,Europe,Munich,78.24,57.8,64.6,65.5,Public,73604,Computer Science,1472080,254.03,65.1,115,6.92,65491,5969,9.11,4292,8.36,63,37,Postgraduate,43161,22330,451.3,94,11,77.4,77,77,22.22
106725,Oxford Royal University,512,4,2026,United Kingdom,Europe,Oxford,64.17,66.7,59.4,59.8,Public,19835,Arts & Humanities,297525,126.23,70,254,6.75,17113,7102,41.5,3244,17.33,44,56,Postgraduate,13195,3918,470.3,98,5,76.5,76.6,75.7,23.33
106726,Toronto Royal University,422,4,2026,Canada,North America,Toronto,70.47,66.4,61.4,62.3,Public,98613,Social Sciences,1676421,550.01,71.1,419,7.57,33850,11846,35,2365,25.54,39,61,Both,26025,7825,522.6,110,4,73.7,74,74.7,24.9
106727,Vancouver International University,640,5,2026,Canada,North America,Vancouver,55.19,65.5,68.8,65.9,Public,101754,Computer Science,3357882,424.35,57.8,397,3.18,48761,20430,41.9,4875,22.11,52,48,Both,43462,5299,522.6,110,4,73.7,74,74.7,24.9
106728,Oxford Technical University,185,4,2026,United Kingdom,Europe,Oxford,87.06,63.1,55,68.3,Public,39665,Business,793300,109.04,57.4,442,5.62,12076,95,0.79,1107,25.62,60,40,Both,7430,4646,470.3,98,5,76.5,76.6,75.7,23.33
106729,Hyderabad Metropolitan University,336,4,2026,India,Asia,Hyderabad,76.49,60.4,57.6,64.4,Public,80001,Business,2880036,567.94,58.7,123,2.51,55177,7918,14.35,5454,28.93,48,52,Both,47604,7573,502.9,89,18,75,74.8,75.9,23.58
106730,Manchester National University,560,4,2026,United Kingdom,Europe,Manchester,60.81,60.9,69.1,64,Public,99973,Computer Science,3399082,553.15,64.7,178,3.26,27275,4826,17.69,4374,18.2,55,45,Both,19599,7676,470.3,98,5,76.5,76.6,75.7,23.33
106731,Singapore National University,379,4,2026,Singapore,Asia,Singapore,73.48,65.2,67.7,59.9,Public,66177,Business,529416,108.96,58.5,400,1.88,5046,1229,24.36,619,25.36,50,50,Undergraduate,3194,1852,517.7,110,8,74.3,74.4,74.1,23.04
106732,Shanghai Metropolitan University,111,52,2026,China,Asia,Shanghai,91.28,64.1,56.2,66.5,Private,72325,Business,2314400,938.9,62.9,386,2.29,60382,10149,16.81,3422,19.5,35,65,Undergraduate,43065,17317,501.4,114,10,74.8,74.4,74.5,21.9
106733,Osaka Royal University,509,61,2026,Japan,Asia,Osaka,63.24,63.9,65.1,68.8,Public,49027,Medicine,931513,132.35,57.3,429,3.18,39161,7721,19.72,3860,22.48,42,58,Both,32905,6256,514.4,79,57,74,73.5,74.3,20.45
106734,Heidelberg International University,846,60,2026,Germany,Europe,Heidelberg,39.67,57.2,62.6,71.2,Private,56390,Engineering,733070,128.27,61.9,147,8.02,41137,6188,15.04,1937,10.11,40,60,Postgraduate,26339,14798,451.3,94,11,77.4,77,77,22.22
106735,Chennai State University,236,63,2026,India,Asia,Chennai,82.31,61.4,63.5,55.6,Public,106217,Social Sciences,4142463,1107.91,69.2,130,8.18,14687,2148,14.63,1248,17.37,45,55,Postgraduate,8893,5794,502.9,89,18,75,74.8,75.9,23.58
106736,Oxford Metropolitan University,592,63,2026,United Kingdom,Europe,Oxford,57.39,59.2,55.7,57.7,Public,4829,Engineering,67606,8.46,65.9,207,8.38,39538,6543,16.55,5700,27.76,44,56,Postgraduate,34100,5438,470.3,98,5,76.5,76.6,75.7,23.33
106737,Singapore International University,595,3,2026,Singapore,Asia,Singapore,58.38,64.3,60.9,64,Public,77543,Natural Sciences,2403833,2106.78,63.3,303,5.5,61107,21484,35.16,5751,28.43,64,36,Undergraduate,35546,25561,517.7,110,8,74.3,74.4,74.1,23.04
106738,Melbourne National University,255,2,2026,Australia,Oceania,Melbourne,82.2,63.4,57.6,67.4,Private,104633,Business,4289953,1006.56,63.7,444,3.12,35338,2494,7.06,2733,13.96,40,60,Postgraduate,28728,6610,503.3,95,1,74.7,74.6,73.9,21.76
106739,Boston National University,927,2,2026,United States,North America,Boston,35.16,65.1,57.9,58.2,Public,100983,Arts & Humanities,2120643,439.42,56.1,128,6.87,18451,2357,12.77,3943,29.55,35,65,Postgraduate,13477,4974,503.6,98,2,74.8,74.5,74.1,21.13
106740,Manchester Technical University,575,2,2026,United Kingdom,Europe,Manchester,59.8,69.5,58,61.5,Public,85540,Arts & Humanities,1283100,227.26,67.2,384,8.46,60767,10019,16.49,5319,20.7,59,41,Undergraduate,41497,19270,470.3,98,5,76.5,76.6,75.7,23.33
106741,Brisbane Royal University,912,2,2026,Australia,Oceania,Brisbane,36.21,68.1,70.5,68.6,Public,43749,Social Sciences,437490,131.3,62.9,408,7.18,5053,626,12.39,3050,28,41,59,Postgraduate,2907,2146,503.3,95,1,74.7,74.6,73.9,21.76
106742,Singapore State University,159,2,2026,Singapore,Asia,Singapore,88.92,66.4,61.9,52.4,Private,11303,Medicine,169545,30.6,58.1,197,6.93,21022,1591,7.57,4468,9.54,49,51,Undergraduate,12125,8897,517.7,110,8,74.3,74.4,74.1,23.04
106743,Singapore National University,668,2,2026,Singapore,Asia,Singapore,53.29,61.5,65.4,53.4,Private,80728,Medicine,2986936,405.67,67,322,7.32,21823,5472,25.07,4292,28.79,46,54,Postgraduate,12481,9342,517.7,110,8,74.3,74.4,74.1,23.04
106744,Cambridge National University,32,3,2026,United States,North America,Cambridge,97.79,65,58,58.5,Private,22670,Social Sciences,521410,66.58,59.7,107,3.29,11907,1282,10.77,5679,6.25,45,55,Postgraduate,7558,4349,503.6,98,2,74.8,74.5,74.1,21.13
