university_name,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,Position,Location,Established_Year,Number_of_Campuses,Programs_Offered,Total_Faculty,Campus_Area_Acres,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources,id,ror,country_code,type,works_count,cited_by_count,is_super_system,summary_stats.2yr_mean_citedness,summary_stats.h_index,summary_stats.i10_index,geo.city,geo.country,geo.latitude,geo.longitude,international.display_name.en,international.display_name.ur,citations_per_work,university_id,year,world_rank,national_rank,overall_score,city,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,country,region,university_type,total_students,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
university of singapore 984,976.0,994.0,998.0,5367.0,2771.0,2596.0,17.0,Medium,13.0,50125.0,33.0,97.0,967.0,999.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,984.0,99.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,315.0,,,,,,,,,,,,,,,Singapore,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of sistan and baluchestan,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2966.0,2021.0,1435.0,40.0,14.8725,Iran,15.36076133,17.79202704,16.64815528,6155.0,33376.0,13.366376,203.0,16.0,2.46,Life Sciences & Medicine,0.0,0.0,2497.0,9.744092911,50:50:00,50.0,50.0,Undergraduate & Postgraduate,14885.0,9446.0,940.66,41.0,312.0,27.06,27.44,26.98,1.39,Iran,Asia,Public,24331.0,1.0,0.0364994016692299,0.10262627923225515,0.0,0.07703491138415246,2.464957949539447
university of social welfare and rehabilitation sciences,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2967.0,2022.0,1004.0,26.0,27.015,Iran,21.7514585,21.67908476,27.7988917,547.0,6440.0,27.28793091,84.0,24.8,2.32,Arts & Humanities,35.0,2.0,236.0,7.338983051,68:32:00,68.0,32.0,Undergraduate & Postgraduate,1151.0,581.0,963.25,52.0,360.0,28.56,28.35,29.41,1.94,Iran,Asia,Public,1732.0,1.0,0.007079272227300919,0.13625866050808313,2.020785219399538,0.10908454613841523,2.3177966101694913
university of sonora,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2968.0,2019.0,1250.0,26.0,10.9825,Mexico,12.80373377,11.07403169,12.41554172,5909.0,12878.0,7.83338578,103.0,12.6,3.59,Social Sciences & Management,299.0,1.0,1644.0,18.20012165,53:47:00,53.0,47.0,Undergraduate & Postgraduate,21518.0,8403.0,894.86,28.0,113.0,25.76,24.77,26.67,300.7,Mexico,Latin America,Private,29921.0,1.0,0.01410329717403356,0.05494468767755088,0.9992981517997392,0.06421130275827482,3.5942822384428226
university of sousse,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2969.0,2020.0,1217.0,5.0,16.7975,Tunisia,17.64934182,14.79666177,19.06181545,5666.0,20029.0,12.83070982,142.0,18.4,3.63,Engineering & Technology,253.0,1.0,1561.0,16.22998078,67:33:00,67.0,33.0,Undergraduate & Postgraduate,17704.0,7631.0,1140.17,6.0,1054.0,18.68,20.33,18.56,1.0,Tunisia,Africa,Private,25335.0,1.0,0.02191983483512497,0.06161436747582396,0.998618511940004,0.08851224583751253,3.629724535554132
university of south africa,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2970.0,2016.0,787.0,6.0,14.6025,South Africa,16.14312137,15.61767378,13.44037116,65811.0,141225.0,8.267458899,340.0,14.8,3.85,Social Sciences & Management,17739.0,9.0,17082.0,11.53857862,65:35:00,65.0,35.0,Undergraduate & Postgraduate,146063.0,51039.0,418.67,6.0,122.0,35.56,37.58,36.46,9.67,South Africa,Africa,Public,197102.0,1.0,0.15401744344433863,0.08666578725735913,8.999908676725758,0.08095848229689066,3.85265191429575
university of south alabama,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2971.0,2019.0,728.0,190.0,28.4575,Mobile,35.18796566,22.0752272,24.05122791,4873.0,21020.0,18.5035424,128.0,29.6,4.29,Engineering & Technology,863.0,6.0,1136.0,12.6681338,61:39:00,61.0,39.0,Undergraduate & Postgraduate,9372.0,5019.0,431.42,229.0,1.0,44.48,45.06,44.04,88.07,United States,North America,Public,14391.0,1.0,0.022987223181867786,0.07893822527968869,5.996803557779168,0.17646923600802408,4.289612676056338
university of south australia,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2972.0,2016.0,372.0,21.0,37.1125,Magill,30.04453271,30.11518694,43.39317309,4586.0,49687.0,34.05582396,212.0,36.7,3.14,Arts & Humanities,6071.0,32.0,1459.0,13.0027416,59:41:00,59.0,41.0,Undergraduate & Postgraduate,15922.0,3049.0,302.42,31.0,33.0,43.76,41.52,46.37,25.48,Australia,Oceania,Public,18971.0,1.0,0.05426317137352632,0.07690685783564388,32.00147593695641,0.1506746876128385,3.143248800548321
university of south bohemia,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2973.0,2023.0,746.0,7.0,58.5,Czech Republic,5.2,2.3,5.0,3117.0,3316.0,5.366095112,53.0,5.1,5.04,Life Sciences & Medicine,2510.0,22.70739804,618.0,17.88511327,56:44:00,55.53054449,44.46945551,Undergraduate & Postgraduate,6627.0,4426.0,978.68,22.0,290.0,28.35,13.34,11.16,16.02,Czech Republic,Europe,Public,11053.0,1.0,0.003653124369793182,0.05591242196688682,22.708766850628788,0.026078234704112337,5.043689320388349
university of south bohemia in české budějovice,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2974.0,2020.0,832.0,8.0,27.54,Czech Republic,25.65250058,30.25924127,23.82337478,5361.0,16752.0,14.60544701,137.0,24.7,4.67,Life Sciences & Medicine,487.0,5.0,1147.0,8.489973845,70:30:00,70.0,30.0,Undergraduate & Postgraduate,6486.0,3252.0,864.89,18.0,291.0,22.77,23.0,22.7,8.66,Czech Republic,Europe,Private,9738.0,1.0,0.018348356692772592,0.11778599301704662,5.001026904908605,0.1286484482447342,4.673931996512642
university of south carolina,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2975.0,2017.0,575.5,147.0,41.3,Columbia,39.19967807,40.13437259,34.15274494,143.0,1439.0,28.78866424,39.0,36.7,2.86,Natural Sciences,1.532,4.708775165,50.0,15.0,56:44:00,55.74704674,44.25295326,Undergraduate & Postgraduate,25.0,8.0,378.68,209.0,1.0,45.95,44.98,45.21,139.8,United States,North America,Public,32.535,1.0,0.0015983609791995349,1.5368065160596283,4.708775165206701,0.1965881548144433,2.86
university of south carolina-columbia,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2976.0,2016.0,386.0,106.0,35.985,United States,33.89846934,24.73659352,44.35537869,4803.0,58142.0,37.39047832,233.0,39.1,3.09,Life Sciences & Medicine,293.0,1.0,1555.0,18.86559486,55:45:00,55.0,45.0,Undergraduate & Postgraduate,24454.0,4882.0,268.1,147.0,1.0,48.97,48.75,49.63,12.14,United States,North America,Public,29336.0,1.0,0.06348456845478255,0.05300654485955822,0.9987728388328334,0.17000235376128384,3.0887459807073956
university of south china,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2977.0,2019.0,1211.0,38.0,12.985,China,15.71289719,9.039855105,10.91485207,5705.0,15152.0,11.5047844,123.0,13.3,4.33,Arts & Humanities,219.0,1.0,1317.0,16.64920273,44:56:00,44.0,56.0,Undergraduate & Postgraduate,12413.0,9514.0,866.66,38.0,344.0,23.76,22.72,24.48,3.45,China,Asia,Private,21927.0,1.0,0.016595140035526992,0.06006293610617047,0.9987686414010124,0.07880088861584754,4.331814730447988
university of south dakota,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2978.0,2016.0,396.0,109.0,35.5225,United States,33.5385463,32.18190628,41.50413444,2825.0,25542.0,39.53801817,154.0,37.5,4.37,Natural Sciences,160.0,2.0,646.0,12.38854489,61:39:00,61.0,39.0,Undergraduate & Postgraduate,5003.0,3000.0,268.1,147.0,1.0,48.97,48.75,49.63,12.14,United States,North America,Public,8003.0,1.0,0.027931174407500134,0.08071973010121204,1.9992502811445707,0.16819732347041122,4.3730650154798765
university of south florida,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2979.0,2016.0,233.0,73.0,46.0475,Tampa,43.32280161,60.24140423,56.51540264,7299.0,85860.0,55.42938765,312.0,49.9,4.71,Arts & Humanities,3142.0,10.0,1549.0,20.28663654,44:56:00,43.75447641,56.24552359,Undergraduate & Postgraduate,23245.0,8179.0,268.1,147.0,1.0,48.97,48.75,49.63,12.14,United States,North America,Public,31424.0,1.0,0.09372333740385135,0.04929353360488798,9.998727087576373,0.21726580546639918,4.712072304712718
university of south korea 115,116.0,105.0,111.0,52223.0,26714.0,25509.0,14.3,High,34.0,57053.0,7.0,86.0,117.0,144.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,115.0,12.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3657.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 133,128.0,125.0,119.0,18849.0,9796.0,9053.0,21.5,High,20.0,20363.0,43.0,97.0,119.0,146.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,133.0,14.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,875.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 138,132.0,146.0,148.0,11180.0,8704.0,2476.0,10.9,High,17.0,5526.0,35.0,89.0,180.0,166.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,138.0,14.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1027.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 161,154.0,164.0,151.0,17370.0,13251.0,4119.0,23.3,High,49.0,33685.0,49.0,75.0,134.0,160.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,161.0,17.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,746.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 182,185.0,187.0,185.0,41784.0,22646.0,19138.0,21.2,High,21.0,7602.0,15.0,85.0,192.0,176.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,182.0,19.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1973.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 207,205.0,215.0,200.0,47876.0,31343.0,16533.0,20.7,High,8.0,5072.0,60.0,76.0,162.0,235.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,207.0,21.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2311.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 271,277.0,276.0,266.0,43121.0,33702.0,9419.0,21.4,High,49.0,48189.0,46.0,98.0,318.0,282.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,271.0,28.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2017.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 295,285.0,281.0,297.0,18849.0,10196.0,8653.0,17.4,High,42.0,14790.0,63.0,84.0,340.0,323.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,295.0,30.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1082.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 30,32.0,37.0,12.0,12524.0,6365.0,6159.0,15.6,High,34.0,34251.0,60.0,95.0,31.0,33.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,30.0,4.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,803.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 311,319.0,312.0,293.0,12245.0,8750.0,3495.0,22.0,High,38.0,34054.0,59.0,78.0,337.0,295.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,311.0,32.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,557.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 319,324.0,328.0,316.0,24119.0,15415.0,8704.0,19.5,High,44.0,10862.0,49.0,67.0,349.0,328.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,319.0,32.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1240.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 322,322.0,333.0,341.0,50816.0,38220.0,12596.0,16.5,High,42.0,6510.0,32.0,94.0,283.0,340.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,322.0,33.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3081.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 339,339.0,328.0,325.0,39507.0,26341.0,13166.0,13.1,High,10.0,6827.0,44.0,69.0,330.0,327.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,339.0,34.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3006.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 345,337.0,341.0,354.0,6362.0,4179.0,2183.0,17.6,High,31.0,13144.0,53.0,78.0,349.0,363.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,345.0,35.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,361.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 351,358.0,356.0,361.0,50438.0,33002.0,17436.0,21.4,High,20.0,16454.0,71.0,75.0,313.0,371.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,351.0,36.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2358.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 367,362.0,374.0,369.0,17087.0,13487.0,3600.0,14.7,High,8.0,46425.0,45.0,93.0,355.0,376.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,367.0,37.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1166.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 37,35.0,23.0,19.0,37797.0,21263.0,16534.0,19.4,High,15.0,6296.0,26.0,73.0,-4.0,32.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,37.0,4.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1945.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 374,373.0,370.0,370.0,24583.0,17982.0,6601.0,17.5,High,44.0,9667.0,6.0,83.0,405.0,387.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,374.0,38.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1407.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 408,398.0,419.0,397.0,7951.0,5058.0,2893.0,24.0,High,10.0,54462.0,31.0,72.0,409.0,416.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,408.0,41.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,331.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 424,420.0,426.0,404.0,59396.0,43518.0,15878.0,24.9,High,41.0,50620.0,72.0,88.0,434.0,422.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,424.0,43.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2385.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 43,48.0,47.0,23.0,59976.0,41983.0,17993.0,21.8,High,23.0,18835.0,67.0,86.0,34.0,40.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,43.0,5.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2747.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 455,461.0,465.0,473.0,50931.0,26863.0,24068.0,14.2,High,13.0,27164.0,22.0,94.0,441.0,471.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,455.0,46.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3589.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 46,49.0,44.0,32.0,59389.0,43087.0,16302.0,24.6,High,11.0,4911.0,9.0,78.0,56.0,18.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,46.0,5.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2412.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 468,458.0,467.0,453.0,49903.0,28289.0,21614.0,18.0,High,22.0,41900.0,7.0,76.0,468.0,481.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,468.0,47.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2780.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 476,466.0,472.0,463.0,30486.0,17254.0,13232.0,20.5,High,45.0,18343.0,52.0,93.0,462.0,480.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,476.0,48.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1486.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 498,494.0,512.0,512.0,39749.0,26294.0,13455.0,23.0,High,13.0,28385.0,73.0,63.0,483.0,511.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,498.0,50.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1726.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 50,44.0,59.0,60.0,48628.0,35347.0,13281.0,24.0,High,13.0,52580.0,68.0,73.0,26.0,32.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,50.0,6.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2027.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 528,521.0,523.0,535.0,50783.0,33225.0,17558.0,21.0,Medium,46.0,45258.0,10.0,96.0,570.0,518.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,528.0,53.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2414.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 531,527.0,542.0,523.0,58620.0,38641.0,19979.0,21.4,Medium,27.0,44176.0,43.0,65.0,545.0,501.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,531.0,54.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2741.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 579,571.0,591.0,579.0,19875.0,10848.0,9027.0,21.4,Medium,45.0,18783.0,79.0,88.0,581.0,607.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,579.0,58.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,929.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 58,57.0,54.0,62.0,51266.0,28131.0,23135.0,22.3,High,28.0,40241.0,21.0,66.0,65.0,38.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,58.0,6.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2300.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 629,638.0,617.0,631.0,26701.0,18216.0,8485.0,11.2,Medium,9.0,52987.0,11.0,98.0,622.0,626.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,629.0,63.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2390.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 639,648.0,632.0,625.0,48498.0,25304.0,23194.0,19.1,Medium,7.0,30457.0,37.0,94.0,680.0,640.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,639.0,64.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2541.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 644,636.0,641.0,624.0,54121.0,41039.0,13082.0,12.5,Medium,9.0,32919.0,31.0,65.0,622.0,667.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,644.0,65.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,4336.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 656,659.0,659.0,674.0,23229.0,15272.0,7957.0,11.6,Medium,38.0,54475.0,18.0,78.0,609.0,667.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,656.0,66.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2011.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 681,679.0,670.0,688.0,16240.0,9701.0,6539.0,13.5,Medium,38.0,14992.0,46.0,61.0,673.0,693.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,681.0,69.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1202.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 701,697.0,700.0,696.0,49561.0,26444.0,23117.0,20.1,Medium,19.0,39249.0,70.0,97.0,658.0,684.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,701.0,71.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2463.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
